"BehaviorSpace results (NetLogo 6.0.2)"
"foxnet.nlogo"
"carrying-capacity-demo"
"09/05/2018 15:48:40:272 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","39","0","39"
"[run number]","count-neighbours","bait-layout","from1yto2y-survival","duration-fire-effect","range-calculation","male-dispersers","dispersal-season-ends","fox-mortality","age-at-independence","region-size","dispersal-season-begins","price-per-bait","less1y-survival","person-days-per-baiting-round","uninhabitable-raster-value","km-per-baiting-round","plot?","commence-baiting-year","more3y-survival","second-habitat-raster-value","landscape-source","bait-density","bait-consumption","home-range-area","foxes-on-transect","family-density","propn-cubs-female","survey-transect2-shp","density","Pr-die-if-exposed-100ha","landscape-size","range-size","commence-fire","region-shp","working-directory","initial-fox-density","female-dispersers","weeks-per-timestep","cub-birth-season","commence-baiting-week","kernel-percent","age-structure","cost-per-km-travel","cell-dimension","fire-shp","include-fire","cost-per-person-day","number-of-cubs","effect-on-productivity","bait-frequency","bait-layout-shp","hab2:hab1","from2yto3y-survival","landscape-raster","popn-structure","region2-shp","dispersal-distances","survey-transect-shp","custom-bait-weeks","[step]","total-fox-density"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","10","0.4274640650364153"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","11","0.4274640650364173"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","12","0.4274640650364163"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","13","1.3035424412212"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","0","1.0903217782898762"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","1","1.0934309053779012"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","2","1.0755125150548124"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","14","1.2934786877520952"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","15","1.265742001361566"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","16","1.247250877101203"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","17","1.2195141907106677"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","18","1.1917775043201289"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","3","1.065694218987367"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","19","1.1788909907315992"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","20","1.1590089411950244"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","21","1.1316404409070253"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","22","1.1223948787768463"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","23","1.1179766455464966"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","24","1.10308556317754"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","4","1.0564486568571896"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","25","1.082958056239286"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","26","1.0829580562392849"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","27","1.0628305493010186"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","28","1.0611941666231097"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","29","1.0501076739802833"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","30","1.0316165497199288"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","5","1.0107935801435624"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","31","1.010466303607968"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","32","1.0032253102582243"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","33","0.9939797481280568"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","34","0.966447609572259"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","35","0.9664476095722605"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","36","0.9648112268943523"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","6","1.0009752840761201"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","37","0.9421882363722893"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","7","0.9818705163115496"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","38","0.9458700973975812"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","39","0.9036105147406142"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","8","0.976102267371926"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","40","0.8837693747709802"
"2","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","1","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","9","0.9662430617375334"
"1","false","""none""","0.54","0","""1 kernel, 1 mean""","0.758","9","true","9","110","37","0","0.48","0","0","0","true","1","0.51","0","""generate""","0","true","""[2.14]""","false","false","0.5","""""","true","0","400","false","0","""""","""C:/Users/hradskyb/FoxControlPatrol/Dropbox/personal/bron/ibm/foxnet/foxnet_model""","0.5","0.378","1","13","1","""[95]""","false","0","100","""0""","false","0","4.72","0","""4-weeks""","""""","1","0.53","""""","false","""""","false","""""","""[]""","41","0.8667100853537895"
