"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,212,0,208,0,195,0,235,253,891,78,361,364,88,0,0,0,0
"2",1,5,211,0,204,0,205,0,223,228,860,43,347,368,102,0,0,0,0
"3",1,9,212,0,202,0,203,0,200,207,812,21,326,349,116,0,0,0,0
"4",1,13,212,901,208,0,202,0,175,184,1670,901,298,331,140,0,0,0,0
"5",1,17,213,856,206,0,208,0,161,171,1602,856,273,317,156,0,0,0,0
"6",1,21,212,817,201,0,201,0,146,159,1524,817,243,287,177,0,0,0,0
"7",1,25,213,0,195,380,201,384,127,141,1428,764,214,265,185,0,0,0,0
"8",1,29,213,0,203,363,197,364,105,128,1360,727,181,256,196,0,0,0,0
"9",1,33,213,0,204,337,203,349,92,111,1296,686,158,252,200,0,0,0,0
"10",1,37,212,0,203,285,203,244,115,180,1230,644,129,246,211,0,0,0,0
"11",1,41,212,0,202,242,206,178,126,200,1154,599,105,226,216,8,0,0,0
"12",1,45,213,0,202,210,202,133,137,211,1095,566,84,219,203,23,0,0,0
"13",1,49,213,0,204,178,204,101,142,225,1054,548,61,219,191,35,0,0,0
"14",2,1,213,0,204,145,205,84,146,214,998,515,44,203,194,42,0,0,0
"15",2,5,213,0,206,121,204,56,138,215,940,481,27,193,190,49,0,0,0
"16",2,9,213,0,201,110,203,50,128,196,888,454,12,181,186,55,0,0,0
"17",2,13,213,923,207,101,200,42,112,178,1763,923,424,170,178,68,0,0,0
"18",2,17,213,877,199,93,203,38,107,161,1678,877,408,150,167,76,0,0,0
"19",2,21,211,825,203,80,198,36,94,144,1580,825,389,131,149,86,0,0,0
"20",2,25,213,0,206,465,199,408,83,130,1491,769,372,114,141,95,0,0,0
"21",2,29,213,0,201,439,196,384,78,112,1410,728,354,96,136,96,0,0,0
"22",2,33,213,0,202,414,198,362,61,93,1330,691,328,82,135,94,0,0,0
"23",2,37,213,0,202,361,202,263,84,147,1259,654,309,66,127,103,0,0,0
"24",2,41,213,0,203,311,209,190,97,194,1204,618,305,53,111,113,4,0,0
"25",2,45,213,0,204,274,198,139,103,214,1132,577,290,39,109,108,9,0,0
"26",2,49,213,0,202,232,205,90,113,215,1057,523,279,31,107,102,15,0,0
"27",3,1,213,0,205,200,206,60,119,227,1017,495,276,21,104,101,20,0,0
"28",3,5,213,0,200,173,201,40,125,223,962,466,261,13,94,105,23,0,0
"29",3,9,213,0,204,156,209,37,114,199,919,437,253,6,94,101,28,0,0
"30",3,13,212,982,206,140,205,33,104,182,1852,982,413,242,88,95,32,0,0
"31",3,17,212,916,202,131,204,25,95,170,1743,916,393,229,79,87,39,0,0
"32",3,21,212,862,203,124,206,24,84,153,1656,862,377,222,72,79,44,0,0
"33",3,25,212,0,199,507,206,448,75,143,1578,819,361,212,63,76,47,0,0
"34",3,29,212,0,195,470,209,428,67,134,1503,775,350,204,54,71,49,0,0
"35",3,33,212,0,201,438,198,414,60,118,1429,741,327,197,47,70,47,0,0
"36",3,37,212,0,195,376,206,311,95,171,1354,701,313,190,37,67,46,0,0
"37",3,41,212,0,206,315,205,220,116,225,1287,660,305,181,32,57,49,3,0
"38",3,45,212,0,196,268,202,158,134,255,1213,620,289,172,24,53,48,7,0
"39",3,49,211,0,204,225,200,112,139,275,1155,584,281,164,19,53,47,7,0
"40",4,1,212,0,197,193,200,79,139,275,1083,545,265,158,10,51,46,8,0
"41",4,5,212,0,203,162,199,58,138,279,1039,522,254,151,9,44,50,9,0
"42",4,9,212,0,204,144,203,53,122,249,975,477,243,146,4,47,47,11,0
"43",4,13,212,944,201,131,204,47,115,227,1869,944,453,225,139,48,46,14,0
"44",4,17,212,887,200,122,200,42,104,216,1771,887,434,217,131,43,43,16,0
"45",4,21,212,847,201,108,207,39,95,195,1692,847,412,207,128,39,41,18,0
"46",4,25,212,0,199,497,201,449,81,178,1605,810,390,194,119,36,37,19,0
"47",4,29,212,0,200,474,198,425,67,165,1529,776,372,182,111,31,36,21,0
"48",4,33,212,0,200,439,205,400,56,146,1446,730,354,174,104,27,36,21,0
"49",4,37,212,0,202,386,200,282,77,208,1355,674,335,167,100,22,34,23,0
"50",4,41,212,0,203,330,199,194,97,268,1291,640,325,160,92,17,29,25,3
"51",4,45,212,0,201,281,205,143,104,290,1224,602,310,155,86,12,29,27,3
"52",4,49,211,0,205,247,201,113,114,304,1184,585,297,147,86,9,28,28,4
"53",5,1,212,0,202,213,197,75,122,302,1111,540,283,141,82,5,28,28,4
"54",5,5,212,0,206,180,198,57,126,285,1052,512,263,137,76,5,23,32,4
"55",5,9,212,0,199,165,205,51,122,263,1005,485,252,132,74,2,24,29,7
"56",5,13,210,924,200,154,201,47,111,242,1879,924,465,234,125,73,23,27,8
