"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,222,0,211,0,212,0,248,221,892,86,372,320,114,0,0,0,0
"2",1,5,222,0,213,0,205,0,229,204,851,57,354,312,128,0,0,0,0
"3",1,9,222,0,214,0,207,0,211,167,799,35,336,291,137,0,0,0,0
"4",1,13,221,948,209,0,211,0,193,145,1706,948,314,286,158,0,0,0,0
"5",1,17,222,892,217,0,214,0,172,130,1625,892,284,271,178,0,0,0,0
"6",1,21,222,836,212,0,217,0,158,123,1546,836,253,268,189,0,0,0,0
"7",1,25,222,0,212,358,215,434,142,111,1472,792,221,251,208,0,0,0,0
"8",1,29,222,0,218,342,211,403,123,98,1395,745,196,239,215,0,0,0,0
"9",1,33,222,0,205,314,212,379,109,82,1301,693,159,243,206,0,0,0,0
"10",1,37,222,0,199,243,210,239,127,119,1137,573,123,236,205,0,0,0,0
"11",1,41,222,0,211,184,211,157,138,160,1061,527,102,222,203,7,0,0,0
"12",1,45,222,0,215,163,217,115,133,176,1019,503,77,223,191,25,0,0,0
"13",1,49,222,0,210,137,215,85,143,189,979,483,53,224,172,47,0,0,0
"14",2,1,221,0,213,110,211,66,151,191,942,468,42,213,159,60,0,0,0
"15",2,5,221,0,210,90,212,45,145,183,885,434,21,208,156,66,0,0,0
"16",2,9,222,0,212,81,214,40,133,174,854,417,12,196,158,71,0,0,0
"17",2,13,222,934,214,75,211,36,120,156,1746,934,397,182,155,78,0,0,0
"18",2,17,222,891,214,70,206,32,111,133,1657,891,373,158,147,88,0,0,0
"19",2,21,221,855,202,65,209,29,99,110,1569,855,347,134,146,87,0,0,0
"20",2,25,222,0,214,452,210,435,85,92,1488,804,334,113,139,98,0,0,0
"21",2,29,222,0,208,428,208,414,77,81,1416,762,321,100,128,105,0,0,0
"22",2,33,222,0,202,406,206,387,66,70,1337,718,304,80,127,108,0,0,0
"23",2,37,222,0,202,318,211,231,83,129,1174,584,289,68,124,109,0,0,0
"24",2,41,222,0,213,273,208,171,102,157,1124,559,280,59,115,110,1,0,0
"25",2,45,222,0,211,240,217,118,122,176,1084,541,270,42,118,101,12,0,0
"26",2,49,222,0,207,203,209,89,133,179,1020,513,250,30,116,94,17,0,0
"27",3,1,222,0,209,165,209,69,138,172,962,485,239,25,106,85,22,0,0
"28",3,5,222,0,204,134,210,52,145,168,913,463,226,13,101,84,26,0,0
"29",3,9,221,0,205,115,210,45,132,150,857,428,219,8,93,79,30,0,0
"30",3,13,219,924,205,108,201,42,118,137,1735,924,409,207,83,78,34,0,0
"31",3,17,220,872,209,102,211,36,102,114,1646,872,392,198,69,78,37,0,0
"32",3,21,221,835,205,89,206,35,95,101,1566,835,372,182,62,73,42,0,0
"33",3,25,221,0,206,471,209,430,85,82,1483,791,350,171,54,69,48,0,0
"34",3,29,221,0,208,444,209,412,75,68,1416,753,335,166,48,66,48,0,0
"35",3,33,221,0,208,417,205,378,66,56,1330,695,323,156,42,65,49,0,0
"36",3,37,221,0,202,335,212,211,78,117,1155,570,291,146,34,65,49,0,0
"37",3,41,221,0,213,279,216,153,106,158,1125,552,285,143,27,62,55,1,0
"38",3,45,221,0,207,244,213,108,117,180,1069,520,272,137,20,62,52,6,0
"39",3,49,221,0,213,204,211,80,132,186,1026,498,256,135,13,65,51,8,0
"40",4,1,221,0,211,178,209,53,136,199,986,484,245,127,13,60,46,11,0
"41",4,5,220,0,212,153,214,40,144,194,957,467,243,121,9,59,46,12,0
"42",4,9,221,0,209,150,204,35,129,178,905,447,224,115,7,54,44,14,0
"43",4,13,220,955,210,140,211,33,117,156,1822,955,427,214,114,53,42,17,0
"44",4,17,221,883,214,131,213,32,105,137,1715,883,404,207,112,47,42,20,0
"45",4,21,221,828,212,119,210,31,99,123,1622,828,390,194,106,40,42,22,0
"46",4,25,220,0,215,514,207,412,93,112,1553,790,378,183,99,36,40,27,0
"47",4,29,221,0,211,484,209,391,85,97,1477,747,364,173,95,30,40,28,0
"48",4,33,221,0,211,457,214,361,77,83,1403,699,351,166,92,26,39,30,0
"49",4,37,221,0,198,383,214,224,102,134,1255,596,334,152,84,18,39,32,0
"50",4,41,221,0,213,322,209,166,116,160,1186,557,317,142,83,15,37,35,0
"51",4,45,220,0,211,271,211,119,133,180,1125,531,296,136,80,11,34,34,3
"52",4,49,221,0,215,237,214,81,146,192,1085,511,291,130,74,8,34,32,5
"53",5,1,221,0,215,199,210,62,161,198,1045,487,283,129,71,7,30,28,10
"54",5,5,221,0,207,176,214,47,167,187,998,462,272,124,66,4,30,29,11
"55",5,9,221,0,216,164,215,44,150,172,961,443,262,120,64,3,29,27,13
"56",5,13,221,984,204,150,209,40,136,165,1888,984,418,247,115,60,28,22,14
"57",5,17,219,931,213,132,210,32,120,152,1790,931,393,239,108,58,23,21,17
"58",5,21,220,870,210,118,213,28,112,136,1687,870,375,228,101,56,22,18,17
"59",5,25,220,0,206,510,214,448,102,125,1605,819,362,220,97,53,19,17,18
"60",5,29,220,0,206,469,208,426,91,116,1516,769,343,205,95,52,16,19,17
"61",5,33,220,0,209,451,206,390,73,96,1425,724,320,194,90,51,14,15,17
"62",5,37,220,0,201,377,210,208,99,165,1260,595,305,181,84,50,12,16,17
"63",5,41,220,0,211,324,214,152,120,213,1234,594,292,176,82,47,9,16,18
"64",5,45,219,0,206,274,212,109,143,239,1183,567,287,169,74,45,6,17,18
"65",5,49,220,0,214,235,211,82,147,250,1139,546,278,164,70,40,4,18,19
"66",6,1,220,0,207,197,206,58,166,253,1087,521,265,158,66,39,4,14,20
"67",6,5,220,0,210,170,202,44,167,240,1033,499,249,149,63,37,2,14,20
"68",6,9,220,0,208,156,208,39,151,215,977,473,236,138,62,34,1,13,20
"69",6,13,219,997,207,147,210,35,136,202,1934,997,455,228,128,60,33,13,20
"70",6,17,220,950,211,137,217,33,124,185,1857,950,441,219,125,57,32,13,20
"71",6,21,220,904,216,128,210,32,115,172,1777,904,419,216,123,54,29,12,20
"72",6,25,220,0,210,530,210,478,104,163,1695,858,401,206,121,50,28,10,21
"73",6,29,220,0,215,487,209,447,93,148,1599,798,382,196,117,48,28,8,22
"74",6,33,220,0,205,459,207,427,88,130,1516,759,362,183,115,43,27,5,22
"75",6,37,220,0,203,368,200,272,105,185,1333,632,334,169,108,41,25,3,21
"76",6,41,220,0,212,300,212,184,126,217,1251,579,323,164,101,38,23,2,21
"77",6,45,220,0,212,255,208,135,142,239,1191,554,303,157,97,35,23,1,21
"78",6,49,220,0,211,218,212,95,150,250,1136,522,290,153,93,34,22,1,21
"79",7,1,220,0,209,190,203,68,148,251,1069,490,276,149,84,33,18,1,18
"80",7,5,219,0,206,159,215,44,154,241,1019,464,265,142,79,32,18,1,18
"81",7,9,220,0,213,148,207,38,140,222,968,435,251,137,78,30,18,1,18
"82",7,13,219,920,213,134,204,31,131,208,1841,920,412,244,132,71,28,17,17
"83",7,17,220,871,206,125,213,26,118,179,1738,871,389,222,127,70,26,16,17
"84",7,21,220,812,209,116,211,24,108,168,1648,812,380,208,123,69,24,16,16
"85",7,25,220,0,217,505,209,393,100,152,1576,765,374,197,119,66,23,16,16
"86",7,29,220,0,212,485,211,367,92,136,1503,724,364,184,115,62,23,16,15
"87",7,33,220,0,209,463,208,348,82,124,1434,691,348,176,110,60,20,16,13
"88",7,37,220,0,205,376,206,205,111,176,1279,573,332,173,102,54,19,14,12
"89",7,41,220,0,201,313,208,148,125,209,1204,541,318,159,96,50,18,11,11
"90",7,45,220,0,209,258,204,104,138,238,1151,524,307,151,88,45,16,11,9
"91",7,49,220,0,211,223,207,76,141,239,1097,504,293,143,82,43,15,9,8
"92",8,1,220,0,210,191,205,50,159,232,1047,484,278,136,78,41,15,7,8
"93",8,5,219,0,206,162,198,28,164,221,979,454,260,127,72,39,13,7,7
"94",8,9,219,0,209,143,207,25,150,196,930,428,250,120,70,37,12,7,6
"95",8,13,220,994,209,131,212,23,138,172,1879,994,409,242,110,66,35,10,13
"96",8,17,220,932,211,121,207,21,130,157,1779,932,396,228,104,63,33,10,13
"97",8,21,220,888,209,111,208,18,121,136,1691,888,376,215,97,63,30,10,12
"98",8,25,220,0,212,520,206,426,108,127,1599,833,354,210,94,58,30,9,11
"99",8,29,220,0,207,503,212,409,98,110,1539,803,336,206,90,56,29,8,11
"100",8,33,220,0,206,475,203,378,87,99,1448,754,324,195,82,51,27,7,8
"101",8,37,220,0,200,383,206,206,122,166,1283,630,312,179,79,47,23,7,6
"102",8,41,220,0,209,314,206,141,140,206,1216,602,291,170,74,44,22,7,6
"103",8,45,220,0,210,263,211,102,148,215,1149,562,277,161,73,43,20,7,6
"104",8,49,220,0,209,230,210,73,158,221,1101,540,263,157,69,41,18,7,6
"105",9,1,220,0,203,189,205,50,176,221,1044,514,253,145,67,36,18,6,5
"106",9,5,219,0,213,151,208,37,178,215,1002,489,246,142,64,33,17,6,5
"107",9,9,219,0,205,137,209,33,164,196,944,458,237,135,59,30,14,6,5
"108",9,13,219,1015,208,119,212,27,153,177,1911,1015,436,219,132,57,28,14,10
"109",9,17,218,952,209,111,205,27,141,162,1807,952,420,209,128,50,25,13,10
"110",9,21,219,907,205,104,208,26,126,144,1720,907,407,195,119,46,24,13,9
"111",9,25,219,0,205,517,208,446,120,120,1616,857,376,184,109,45,24,12,9
"112",9,29,218,0,202,485,212,425,104,106,1534,814,358,171,106,42,23,11,9
"113",9,33,219,0,206,457,204,396,86,94,1443,767,339,157,100,38,23,11,8
"114",9,37,219,0,203,372,200,230,105,163,1273,647,314,148,90,37,20,11,6
"115",9,41,218,0,210,307,206,159,122,197,1201,608,298,144,82,34,20,9,6
"116",9,45,219,0,204,255,212,114,147,219,1151,582,287,138,78,31,20,9,6
"117",9,49,219,0,211,214,211,80,160,229,1105,552,279,135,76,29,20,8,6
"118",10,1,219,0,211,185,211,57,172,230,1066,532,273,127,73,28,19,8,6
"119",10,5,219,0,207,156,207,40,178,230,1018,515,259,121,66,26,18,7,6
"120",10,9,219,0,204,144,203,36,167,210,964,489,246,116,59,25,16,7,6
"121",10,13,218,942,208,133,213,31,149,187,1863,942,468,236,108,58,24,15,12
"122",10,17,219,883,209,125,206,30,136,176,1765,883,453,224,101,56,21,15,12
"123",10,21,219,834,207,110,210,29,126,154,1670,834,430,209,98,53,20,14,12
"124",10,25,219,0,214,505,210,405,116,145,1595,785,417,199,96,53,19,14,12
"125",10,29,219,0,207,469,211,395,108,124,1514,751,389,188,94,48,19,14,11
"126",10,33,219,0,213,437,207,370,99,113,1439,707,370,182,92,44,19,14,11
"127",10,37,219,0,206,368,205,213,123,162,1277,593,344,171,87,41,18,13,10
"128",10,41,219,0,209,308,209,159,147,184,1216,558,325,169,84,41,17,13,9
"129",10,45,218,0,206,259,205,117,161,202,1150,525,312,162,79,35,17,13,7
"130",10,49,218,0,208,214,206,84,170,204,1086,496,293,155,76,32,15,13,6
"131",11,1,218,0,210,179,208,56,170,199,1022,455,282,149,74,32,13,11,6
"132",11,5,218,0,207,152,215,45,169,188,976,433,273,142,71,30,12,9,6
"133",11,9,218,0,211,143,209,43,157,179,942,421,259,140,69,28,11,9,5
"134",11,13,218,935,209,133,208,41,150,164,1840,935,406,251,134,65,27,11,11
"135",11,17,218,871,206,125,214,39,143,149,1747,871,398,238,129,62,27,11,11
"136",11,21,218,827,207,117,210,36,131,138,1666,827,384,227,121,60,26,11,10
"137",11,25,218,0,206,453,207,474,122,124,1586,787,370,216,115,54,24,11,9
"138",11,29,218,0,205,427,203,446,113,114,1508,745,353,211,107,51,22,11,8
"139",11,33,218,0,200,403,208,421,101,100,1433,709,329,205,104,46,22,10,8
"140",11,37,218,0,195,321,206,244,125,168,1259,587,303,194,96,40,21,10,8
"141",11,41,217,0,201,265,208,168,135,212,1189,553,291,182,89,38,19,9,8
"142",11,45,219,0,210,224,207,122,146,219,1128,524,276,178,82,35,18,8,7
"143",11,49,219,0,214,188,204,87,148,229,1070,498,260,174,77,32,15,7,7
"144",12,1,219,0,208,165,210,61,156,224,1024,478,248,168,75,30,12,6,7
"145",12,5,219,0,208,138,208,38,158,223,973,451,238,161,71,28,11,6,7
"146",12,9,219,0,213,127,206,34,148,206,934,430,228,158,67,27,11,6,7
"147",12,13,218,970,205,121,208,29,137,187,1857,970,410,214,150,65,25,10,13
"148",12,17,219,917,209,114,205,28,121,167,1761,917,390,205,146,57,24,9,13
"149",12,21,219,856,209,105,210,26,110,149,1665,856,379,194,138,55,22,9,12
"150",12,25,219,0,210,501,206,421,97,130,1565,796,365,183,130,51,20,9,11
"151",12,29,219,0,213,471,208,396,92,110,1490,752,348,176,127,48,19,9,11
"152",12,33,219,0,210,448,203,366,83,101,1411,706,330,166,123,48,18,9,11
"153",12,37,219,0,201,361,204,217,105,163,1251,590,312,156,114,42,17,9,11
"154",12,41,219,0,205,301,209,153,120,193,1181,553,297,147,110,39,17,8,10
"155",12,45,219,0,206,257,205,105,130,203,1106,514,283,139,101,37,16,8,8
"156",12,49,219,0,204,217,208,70,133,214,1046,484,270,129,95,36,16,8,8
"157",13,1,218,0,208,192,206,49,127,211,993,457,258,124,88,36,14,8,8
"158",13,5,220,0,206,162,206,34,133,199,940,429,247,119,83,36,12,8,6
"159",13,9,219,0,204,146,209,31,118,177,885,408,231,109,80,32,11,8,6
"160",13,13,220,990,213,137,209,31,102,158,1840,990,395,220,101,78,31,11,14
"161",13,17,219,933,203,128,209,28,96,140,1737,933,380,205,96,73,28,10,12
"162",13,21,219,878,205,119,206,25,83,124,1640,878,367,195,89,66,26,9,10
"163",13,25,219,0,205,526,209,433,70,106,1549,822,354,187,84,60,23,9,10
"164",13,29,219,0,210,490,208,418,64,92,1482,788,340,175,79,60,23,9,8
"165",13,33,219,0,195,462,214,401,57,83,1412,749,329,165,75,59,19,8,8
"166",13,37,219,0,202,363,209,228,82,145,1229,606,304,161,69,56,19,6,8
"167",13,41,219,0,208,303,204,174,96,176,1161,577,283,157,59,53,19,6,7
"168",13,45,219,0,206,262,208,123,115,196,1110,552,274,148,58,51,17,4,6
"169",13,49,219,0,208,227,210,83,122,215,1065,529,263,142,56,49,16,4,6
"170",14,1,219,0,207,195,211,60,126,218,1017,502,253,138,55,45,16,3,5
"171",14,5,219,0,211,163,209,42,136,211,972,485,237,131,55,41,15,3,5
"172",14,9,218,0,208,151,200,37,130,198,924,464,225,120,53,40,15,3,4
"173",14,13,218,1028,204,141,209,34,122,175,1913,1028,444,215,115,50,39,15,7
"174",14,17,217,962,208,131,206,28,108,159,1802,962,420,208,105,49,38,14,6
"175",14,21,218,913,208,122,208,27,99,142,1719,913,406,197,101,47,35,14,6
"176",14,25,218,0,212,526,206,473,91,127,1635,865,387,187,97,45,35,13,6
"177",14,29,218,0,201,497,204,441,84,107,1534,816,371,167,89,42,31,12,6
"178",14,33,218,0,206,468,205,417,72,92,1460,779,356,156,84,38,31,12,4
"179",14,37,218,0,205,385,208,265,90,152,1305,663,333,151,78,35,29,12,4
"180",14,41,218,0,210,328,205,195,108,195,1241,624,320,147,76,31,28,11,4
"181",14,45,218,0,212,284,210,131,123,223,1183,592,304,139,76,29,28,11,4
"182",14,49,218,0,208,246,204,102,134,230,1124,562,289,131,75,26,26,11,4
"183",15,1,218,0,208,208,206,68,141,237,1068,532,278,124,71,24,24,11,4
"184",15,5,218,0,207,168,207,53,154,228,1017,512,261,118,64,24,23,11,4
"185",15,9,217,0,207,145,202,49,142,203,948,473,243,111,61,24,22,11,3
"186",15,13,218,992,212,133,209,41,127,184,1898,992,453,232,105,57,24,22,13
