"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,218,0,205,0,208,0,242,249,904,79,368,356,101,0,0,0,0
"2",1,5,219,0,210,0,206,0,220,227,863,54,345,340,124,0,0,0,0
"3",1,9,220,0,209,0,210,0,199,206,824,30,331,322,141,0,0,0,0
"4",1,13,220,970,209,0,212,0,179,194,1764,970,321,312,161,0,0,0,0
"5",1,17,220,921,210,0,210,0,156,177,1674,921,284,294,175,0,0,0,0
"6",1,21,218,849,207,0,212,0,139,163,1570,849,249,290,182,0,0,0,0
"7",1,25,220,0,206,429,211,365,121,148,1480,794,226,266,194,0,0,0,0
"8",1,29,220,0,208,409,201,341,107,132,1398,750,190,247,211,0,0,0,0
"9",1,33,220,0,207,386,207,325,88,110,1323,711,162,234,216,0,0,0,0
"10",1,37,220,0,202,300,214,199,107,151,1173,601,137,217,218,0,0,0,0
"11",1,41,220,0,205,255,208,142,122,191,1123,583,110,217,204,9,0,0,0
"12",1,45,219,0,207,205,210,97,131,207,1057,541,87,217,179,33,0,0,0
"13",1,49,220,0,206,179,212,69,127,214,1007,519,73,206,163,46,0,0,0
"14",2,1,220,0,209,149,211,47,126,212,954,488,46,204,164,52,0,0,0
"15",2,5,220,0,209,128,206,39,129,197,908,471,32,188,147,70,0,0,0
"16",2,9,220,0,214,119,210,34,116,175,868,452,17,180,146,73,0,0,0
"17",2,13,220,1009,204,109,206,30,109,159,1826,1009,427,171,143,76,0,0,0
"18",2,17,220,962,209,99,207,29,91,136,1733,962,401,152,133,85,0,0,0
"19",2,21,220,909,211,89,212,27,81,123,1652,909,384,139,131,89,0,0,0
"20",2,25,220,0,211,486,203,478,72,105,1555,855,363,132,114,91,0,0,0
"21",2,29,220,0,205,463,209,453,66,82,1478,813,339,110,119,97,0,0,0
"22",2,33,220,0,206,445,212,432,49,69,1413,777,325,93,118,100,0,0,0
"23",2,37,220,0,201,362,211,250,83,129,1236,640,309,75,110,102,0,0,0
"24",2,41,220,0,212,302,207,178,106,166,1171,606,290,64,109,97,5,0,0
"25",2,45,220,0,209,262,217,131,127,189,1135,581,286,52,113,91,12,0,0
"26",2,49,220,0,210,222,209,99,131,208,1079,550,275,44,110,79,21,0,0
"27",3,1,220,0,207,187,207,64,131,217,1013,510,262,27,109,79,26,0,0
"28",3,5,220,0,204,156,211,50,137,203,961,482,250,18,103,76,32,0,0
"29",3,9,220,0,202,138,214,45,120,186,905,455,235,10,98,77,30,0,0
"30",3,13,219,1007,208,125,209,43,103,173,1868,1007,430,229,97,77,28,0,0
"31",3,17,220,955,211,116,210,39,89,160,1780,955,414,214,87,76,34,0,0
"32",3,21,220,914,207,110,211,35,77,149,1703,914,395,205,77,77,35,0,0
"33",3,25,219,0,206,544,205,439,68,133,1595,856,367,193,70,71,38,0,0
"34",3,29,220,0,206,510,203,416,59,118,1512,808,349,185,60,67,43,0,0
"35",3,33,220,0,200,482,208,388,54,94,1426,758,336,174,48,64,46,0,0
"36",3,37,220,0,209,374,206,245,66,136,1236,607,312,167,41,64,45,0,0
"37",3,41,220,0,214,318,211,172,91,180,1186,575,308,162,34,64,40,3,0
"38",3,45,220,0,206,266,206,129,110,207,1124,549,292,150,26,62,38,7,0
"39",3,49,219,0,209,226,209,96,119,207,1066,516,279,144,21,57,35,14,0
"40",4,1,220,0,211,186,210,68,125,209,1009,485,266,135,15,58,34,16,0
"41",4,5,220,0,208,164,210,52,126,204,964,465,255,128,10,53,36,17,0
"42",4,9,219,0,210,147,207,48,113,191,916,440,242,120,5,53,38,18,0
"43",4,13,219,1000,204,138,209,41,99,175,1866,1000,419,226,114,52,39,16,0
"44",4,17,220,938,206,128,207,39,85,159,1762,938,407,209,107,43,37,21,0
"45",4,21,220,873,210,114,215,37,77,141,1667,873,390,206,103,35,40,20,0
"46",4,25,220,0,213,525,214,443,68,128,1591,828,370,200,100,33,36,24,0
"47",4,29,219,0,209,496,210,420,60,120,1515,789,345,191,99,31,34,26,0
"48",4,33,220,0,207,472,208,401,55,105,1448,758,324,179,98,27,36,26,0
"49",4,37,220,0,194,374,208,246,87,169,1278,632,306,167,88,23,34,28,0
"50",4,41,220,0,214,318,203,181,100,207,1223,610,287,160,85,19,34,26,2
"51",4,45,220,0,210,274,210,121,124,233,1172,587,276,155,79,12,35,22,6
"52",4,49,220,0,216,236,213,86,142,250,1143,573,266,152,78,9,35,21,9
"53",5,1,220,0,208,204,213,62,148,253,1088,548,248,146,75,7,33,20,11
"54",5,5,220,0,207,167,213,44,154,252,1037,518,237,142,71,5,29,23,12
"55",5,9,220,0,213,151,207,38,139,237,985,490,226,134,69,3,29,21,13
"56",5,13,220,977,207,139,208,33,130,215,1909,977,467,216,126,66,25,20,12
"57",5,17,219,913,206,123,214,29,121,195,1801,913,448,202,120,64,21,19,14
"58",5,21,219,859,209,114,207,27,103,173,1692,859,412,195,115,61,18,18,14
"59",5,25,219,0,206,505,214,436,93,154,1608,809,402,188,107,54,16,17,15
"60",5,29,219,0,206,467,207,421,80,142,1523,767,383,171,104,51,15,16,16
"61",5,33,219,0,212,436,206,395,63,126,1438,723,358,164,97,51,12,19,14
"62",5,37,219,0,197,365,205,224,84,181,1256,596,332,152,86,49,11,19,11
"63",5,41,219,0,212,311,206,150,101,225,1205,582,306,149,84,45,10,19,10
"64",5,45,217,0,205,272,208,105,119,247,1156,561,288,143,82,44,7,20,11
"65",5,49,218,0,213,238,211,82,125,258,1127,550,281,137,81,42,4,20,12
"66",6,1,218,0,205,202,205,59,130,252,1053,518,264,126,77,40,3,14,11
"67",6,5,218,0,207,170,204,42,128,246,997,490,251,120,73,37,2,10,14
"68",6,9,218,0,209,153,206,37,119,220,944,465,237,113,69,35,1,10,14
"69",6,13,219,986,208,140,212,36,109,198,1889,986,451,223,108,67,30,10,14
"70",6,17,219,928,209,128,209,34,98,184,1790,928,428,213,105,65,27,9,15
"71",6,21,219,883,202,119,208,32,89,164,1697,883,406,202,98,62,25,8,13
"72",6,25,219,0,210,533,205,441,74,150,1613,832,390,195,95,57,25,7,12
"73",6,29,219,0,211,504,206,422,67,131,1541,799,369,184,91,55,25,6,12
"74",6,33,219,0,203,470,210,393,60,120,1456,751,351,175,88,50,25,4,12
"75",6,37,219,0,197,392,211,242,78,183,1303,638,333,166,80,49,23,4,10
"76",6,41,219,0,209,324,212,187,101,208,1241,608,320,154,79,47,20,4,9
"77",6,45,219,0,204,275,206,127,106,236,1154,556,298,148,75,45,19,2,11
"78",6,49,219,0,203,233,212,97,115,248,1108,540,281,140,73,43,18,0,13
"79",7,1,219,0,205,200,208,70,118,250,1051,520,258,137,66,42,17,0,11
"80",7,5,219,0,212,169,213,54,132,249,1029,506,254,136,65,40,17,0,11
"81",7,9,219,0,209,156,207,50,119,238,979,478,246,128,65,37,15,0,10
"82",7,13,218,940,210,139,208,46,110,215,1868,940,452,236,120,64,35,12,9
"83",7,17,220,886,215,132,215,40,97,204,1789,886,439,231,117,64,33,11,8
