"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,226,0,220,0,214,0,256,234,924,88,362,379,95,0,0,0,0
"2",1,5,224,0,214,0,217,0,241,209,881,45,361,358,117,0,0,0,0
"3",1,9,224,0,215,0,218,0,220,189,842,11,350,341,140,0,0,0,0
"4",1,13,224,1034,209,0,217,0,191,175,1826,1034,313,331,148,0,0,0,0
"5",1,17,224,964,213,0,214,0,159,164,1714,964,270,316,164,0,0,0,0
"6",1,21,223,912,212,0,209,0,147,144,1624,912,239,300,173,0,0,0,0
"7",1,25,224,0,213,423,213,447,127,125,1548,870,212,279,187,0,0,0,0
"8",1,29,224,0,211,390,214,424,110,112,1461,814,179,265,203,0,0,0,0
"9",1,33,224,0,212,376,211,399,92,96,1386,775,144,258,209,0,0,0,0
"10",1,37,224,0,203,302,215,243,109,153,1225,649,122,238,216,0,0,0,0
"11",1,41,224,0,212,238,213,174,114,190,1141,593,106,215,218,9,0,0,0
"12",1,45,224,0,211,202,217,133,117,204,1084,564,87,193,219,21,0,0,0
"13",1,49,224,0,214,168,211,90,120,212,1015,518,64,189,207,37,0,0,0
"14",2,1,223,0,209,139,210,63,120,212,953,479,45,178,199,52,0,0,0
"15",2,5,223,0,216,117,206,42,116,204,901,447,22,183,187,62,0,0,0
"16",2,9,223,0,211,115,216,36,102,182,862,432,5,179,180,66,0,0,0
"17",2,13,222,971,217,109,209,32,90,168,1796,971,414,161,171,79,0,0,0
"18",2,17,223,920,205,101,212,29,87,152,1706,920,401,142,159,84,0,0,0
"19",2,21,223,876,210,91,211,26,76,135,1625,876,386,120,155,88,0,0,0
"20",2,25,223,0,210,485,212,445,69,123,1544,826,369,103,146,100,0,0,0
"21",2,29,223,0,211,454,212,411,61,108,1457,766,356,93,134,108,0,0,0
"22",2,33,223,0,208,429,213,388,56,95,1389,726,343,73,136,111,0,0,0
"23",2,37,223,0,200,343,209,248,86,155,1241,616,328,63,125,109,0,0,0
"24",2,41,222,0,206,287,214,182,96,194,1179,589,310,51,109,116,4,0,0
"25",2,45,223,0,210,232,213,128,111,211,1105,540,298,45,97,113,12,0,0
"26",2,49,223,0,215,195,217,101,120,212,1060,514,287,33,99,107,20,0,0
"27",3,1,223,0,215,171,212,69,120,219,1006,478,278,24,92,107,27,0,0
"28",3,5,223,0,206,150,214,56,119,204,949,454,261,11,96,95,32,0,0
"29",3,9,223,0,212,136,214,53,104,180,899,428,250,2,91,94,34,0,0
"30",3,13,221,1017,207,128,214,48,91,168,1873,1017,410,241,81,84,40,0,0
"31",3,17,221,958,211,118,210,43,83,148,1771,958,385,232,72,79,45,0,0
"32",3,21,221,902,207,107,210,40,79,134,1679,902,374,220,63,70,50,0,0
"33",3,25,222,0,208,506,211,489,66,121,1601,860,358,206,53,70,54,0,0
"34",3,29,222,0,211,478,203,469,57,99,1517,824,332,191,49,62,59,0,0
"35",3,33,221,0,209,442,213,435,52,80,1431,765,319,185,40,62,60,0,0
"36",3,37,222,0,206,351,218,278,72,152,1277,651,303,169,34,60,60,0,0
"37",3,41,222,0,211,299,211,213,89,196,1219,622,291,160,29,56,60,1,0
"38",3,45,222,0,214,254,216,155,100,212,1151,578,276,154,26,55,57,5,0
"39",3,49,222,0,217,224,210,108,105,228,1092,542,268,146,18,52,54,12,0
"40",4,1,222,0,213,199,208,78,109,234,1041,513,259,141,11,49,53,15,0
"41",4,5,221,0,209,180,210,54,111,231,995,501,244,132,3,51,46,18,0
"42",4,9,221,0,211,160,208,52,98,204,933,475,224,125,1,49,41,18,0
"43",4,13,221,1005,215,147,206,46,84,185,1888,1005,449,213,116,45,38,22,0
"44",4,17,222,952,212,138,212,41,74,162,1791,952,428,205,106,39,36,25,0
"45",4,21,222,900,211,128,213,40,65,144,1701,900,406,196,101,34,35,29,0
"46",4,25,222,0,206,533,212,479,57,128,1615,852,387,186,96,26,37,31,0
"47",4,29,222,0,205,501,206,457,52,114,1535,812,368,173,90,22,35,35,0
"48",4,33,222,0,209,474,210,426,47,96,1462,764,355,169,86,16,38,34,0
"49",4,37,222,0,200,385,211,250,69,160,1275,623,334,156,80,14,35,33,0
"50",4,41,222,0,211,312,216,180,89,197,1205,584,315,148,78,11,34,35,0
"51",4,45,222,0,206,269,211,134,106,225,1151,558,307,139,72,8,33,31,3
"52",4,49,222,0,214,230,213,94,118,228,1097,521,299,134,72,6,29,28,8
"53",5,1,222,0,214,202,211,73,127,223,1050,499,282,129,69,5,27,27,12
"54",5,5,222,0,213,168,212,52,133,218,996,468,267,122,69,0,29,25,16
"55",5,9,222,0,215,158,210,46,121,201,951,445,258,115,66,0,27,25,15
"56",5,13,220,957,206,141,212,42,114,179,1851,957,415,242,111,62,22,23,19
"57",5,17,222,913,212,127,210,40,98,163,1763,913,401,223,105,61,20,20,20
"58",5,21,222,865,210,120,216,34,94,143,1682,865,388,216,98,59,15,21,20
"59",5,25,222,0,209,511,214,446,87,133,1600,818,372,206,96,57,12,17,22
"60",5,29,222,0,205,484,210,415,76,119,1509,767,350,199,91,54,9,17,22
"61",5,33,222,0,206,445,210,395,68,105,1429,718,335,191,87,54,6,19,19
"62",5,37,221,0,205,356,209,256,90,162,1278,605,316,181,83,53,5,18,17
"63",5,41,222,0,208,308,212,182,101,201,1212,574,300,172,77,50,3,19,17
"64",5,45,222,0,212,253,216,131,125,219,1156,543,294,162,74,47,2,18,16
"65",5,49,222,0,210,213,208,102,126,233,1092,524,268,150,72,45,2,13,18
"66",6,1,222,0,207,182,217,68,126,230,1030,485,254,147,69,42,2,11,20
"67",6,5,222,0,209,157,212,49,129,229,985,462,245,141,65,39,0,11,22
"68",6,9,220,0,208,142,212,43,121,213,939,441,237,133,61,36,0,11,20
"69",6,13,219,980,207,132,210,37,110,193,1869,980,416,224,127,60,34,10,18
"70",6,17,222,934,213,123,211,36,97,172,1786,934,403,215,120,55,32,9,18
"71",6,21,221,876,208,115,208,30,89,159,1685,876,381,207,117,52,29,6,17
"72",6,25,222,0,203,521,208,438,75,142,1587,830,355,196,109,48,28,5,16
"73",6,29,222,0,209,496,212,410,65,126,1518,787,336,193,109,47,26,4,16
"74",6,33,222,0,206,460,209,385,61,111,1432,741,315,186,102,43,25,2,18
"75",6,37,222,0,202,368,208,238,85,172,1273,634,288,175,96,38,24,2,16
"76",6,41,222,0,209,308,211,170,101,203,1202,594,272,171,92,33,23,1,16
"77",6,45,222,0,204,254,209,118,109,236,1130,559,256,163,86,30,20,0,16
"78",6,49,222,0,204,216,214,87,117,231,1069,518,251,156,82,28,19,0,15
"79",7,1,221,0,212,184,214,62,119,229,1020,491,245,149,78,26,17,0,14
"80",7,5,222,0,208,162,212,41,120,228,971,460,239,144,74,25,17,0,12
"81",7,9,222,0,208,144,214,38,102,203,909,430,225,131,70,24,17,0,12
"82",7,13,220,960,214,130,207,33,94,193,1831,960,410,217,125,69,24,16,10
"83",7,17,223,910,202,124,208,31,85,170,1730,910,392,200,121,65,21,14,7
"84",7,21,223,865,211,107,218,27,77,154,1659,865,381,194,114,63,21,14,7
"85",7,25,223,0,214,512,212,428,70,141,1577,815,368,189,108,60,19,13,5
"86",7,29,223,0,211,482,213,399,60,121,1486,765,348,176,102,59,18,13,5
"87",7,33,222,0,209,453,204,378,53,108,1405,720,327,166,98,59,18,12,5
"88",7,37,223,0,200,355,212,227,78,174,1246,601,310,156,89,57,16,12,5
"89",7,41,223,0,211,299,211,169,89,201,1180,568,297,148,86,53,14,10,4
"90",7,45,223,0,215,252,208,122,101,224,1122,540,279,139,85,53,13,9,4
"91",7,49,223,0,206,215,214,80,115,235,1065,512,263,133,80,51,13,9,4
"92",8,1,223,0,212,182,211,60,117,218,1000,476,250,128,76,48,11,7,4
"93",8,5,223,0,211,164,207,45,123,218,968,469,242,121,68,46,11,7,4
"94",8,9,222,0,212,155,216,40,115,199,937,454,235,116,64,46,11,7,4
"95",8,13,222,981,215,148,210,35,103,184,1876,981,437,223,109,62,42,11,11
"96",8,17,222,924,208,140,217,34,95,157,1775,924,418,209,104,60,39,10,11
"97",8,21,222,860,211,126,213,34,83,148,1675,860,401,203,100,57,36,8,10
"98",8,25,222,0,213,511,213,454,70,137,1598,822,379,194,97,55,35,6,10
"99",8,29,222,0,210,487,215,424,62,121,1519,774,363,188,91,52,35,6,10
"100",8,33,222,0,205,456,209,400,52,111,1433,729,341,179,87,50,32,6,9
"101",8,37,222,0,206,370,206,232,68,172,1254,593,318,172,83,46,30,5,7
"102",8,41,222,0,210,314,209,163,99,206,1201,574,298,163,81,45,28,5,7
"103",8,45,222,0,212,276,213,118,113,224,1156,554,286,156,78,43,27,5,7
"104",8,49,222,0,212,228,214,87,126,220,1087,513,275,144,76,43,25,4,7
"105",9,1,222,0,208,192,207,63,130,223,1023,483,261,134,73,41,24,2,5
"106",9,5,222,0,214,162,217,49,126,211,979,454,253,132,70,40,23,2,5
"107",9,9,222,0,210,148,217,46,114,193,928,419,246,129,65,39,23,2,5
"108",9,13,221,985,215,139,212,42,103,185,1881,985,410,238,122,63,34,22,7
"109",9,17,222,924,212,131,210,39,93,172,1781,924,395,228,116,60,32,21,5
"110",9,21,222,862,212,124,207,37,79,157,1678,862,381,222,107,56,27,19,4
"111",9,25,222,0,208,530,210,429,71,141,1589,815,360,210,103,52,27,18,4
"112",9,29,222,0,211,500,211,403,59,127,1511,772,344,201,95,51,27,17,4
"113",9,33,222,0,209,469,210,376,50,109,1423,722,325,191,89,50,26,17,3
"114",9,37,222,0,202,384,207,251,73,162,1279,635,304,169,81,48,23,16,3
"115",9,41,222,0,203,330,213,180,97,194,1217,609,287,163,76,45,20,15,2
"116",9,45,222,0,208,273,212,130,110,216,1149,577,269,155,73,39,19,15,2
"117",9,49,222,0,209,229,205,90,121,224,1078,543,256,143,68,36,16,14,2
"118",10,1,222,0,211,200,216,64,114,228,1033,517,248,137,67,34,15,14,1
"119",10,5,221,0,204,170,208,41,119,227,969,485,232,126,64,33,14,14,1
"120",10,9,222,0,217,153,208,39,103,203,923,460,223,119,62,32,12,14,1
"121",10,13,221,1002,209,145,215,34,95,181,1881,1002,434,214,115,61,32,10,13
"122",10,17,221,939,208,134,211,32,84,167,1775,939,413,207,108,57,30,8,13
"123",10,21,222,886,212,126,213,31,71,149,1688,886,395,201,104,55,27,7,13
"124",10,25,222,0,212,537,216,455,59,135,1614,846,378,190,103,53,25,7,12
"125",10,29,222,0,209,506,215,425,56,121,1532,797,361,183,97,50,25,7,12
"126",10,33,222,0,206,485,214,396,50,108,1459,758,343,175,92,49,24,7,11
"127",10,37,222,0,205,389,209,239,78,160,1280,624,325,157,87,47,23,6,11
"128",10,41,222,0,215,322,208,172,103,184,1204,577,309,151,81,46,23,6,11
"129",10,45,222,0,211,282,214,118,112,207,1144,547,295,143,77,43,23,6,10
"130",10,49,222,0,214,241,211,82,121,218,1087,517,278,139,73,43,21,6,10
"131",11,1,222,0,211,205,214,63,130,216,1039,494,272,130,68,39,21,5,10
"132",11,5,222,0,213,173,214,50,136,209,995,473,263,122,66,37,20,5,9
"133",11,9,221,0,211,153,211,44,127,196,942,441,255,115,62,35,20,5,9
"134",11,13,221,998,211,138,210,41,116,180,1894,998,418,247,107,60,32,18,14
"135",11,17,222,949,207,130,215,36,105,162,1804,949,400,238,100,58,30,17,12
"136",11,21,222,897,210,117,212,32,91,153,1712,897,385,220,94,59,28,17,12
"137",11,25,222,0,207,525,212,456,74,140,1614,847,362,210,87,54,27,15,12
"138",11,29,222,0,209,489,208,420,61,122,1509,789,341,198,79,49,26,15,12
"139",11,33,222,0,212,454,211,400,53,105,1435,746,325,189,75,49,25,14,12
"140",11,37,222,0,202,355,211,252,78,165,1263,624,302,171,72,45,23,14,12
"141",11,41,222,0,210,290,216,191,98,201,1206,595,288,162,71,44,22,13,11
"142",11,45,222,0,212,255,215,142,116,222,1162,571,281,156,69,41,21,13,10
"143",11,49,222,0,210,215,212,103,123,235,1098,535,272,145,67,38,19,12,10
"144",12,1,222,0,215,182,210,64,127,221,1019,486,255,139,63,37,17,12,10
"145",12,5,222,0,213,158,210,47,135,216,979,467,247,132,61,36,16,11,9
"146",12,9,221,0,210,146,208,46,126,196,932,445,234,126,60,32,16,10,9
"147",12,13,221,945,213,133,209,39,118,176,1833,945,427,221,123,54,30,15,18
"148",12,17,221,887,211,123,211,34,105,157,1728,887,404,208,119,52,27,13,18
"149",12,21,221,839,213,115,212,31,95,144,1649,839,392,202,113,50,27,11,15
"150",12,25,221,0,212,502,209,431,87,134,1575,799,372,196,107,49,26,11,15
"151",12,29,221,0,203,478,210,407,81,119,1498,759,357,182,102,49,25,10,14
"152",12,33,221,0,211,444,213,366,71,104,1409,704,339,173,98,47,25,10,13
"153",12,37,221,0,196,355,208,209,92,170,1230,581,315,162,87,39,24,10,12
"154",12,41,221,0,212,299,208,146,107,208,1180,556,308,150,84,37,24,10,11
"155",12,45,221,0,206,251,209,104,123,215,1108,522,290,144,76,34,24,9,9
"156",12,49,221,0,212,207,206,75,136,216,1052,492,279,134,73,33,23,9,9
"157",13,1,221,0,213,174,214,54,140,206,1001,457,272,129,71,31,23,9,9
"158",13,5,221,0,210,147,212,40,137,196,942,424,257,124,68,30,22,9,8
"159",13,9,221,0,210,129,207,39,128,179,892,395,247,120,64,28,21,9,8
"160",13,13,221,977,209,122,210,33,117,166,1834,977,384,240,110,61,24,21,17
"161",13,17,221,930,208,110,210,26,107,150,1741,930,366,224,103,57,23,21,17
"162",13,21,221,880,212,103,204,24,96,135,1654,880,352,213,96,53,23,20,17
"163",13,25,221,0,208,504,209,437,86,116,1560,820,339,201,94,49,22,18,17
"164",13,29,221,0,208,479,206,417,74,106,1490,785,324,190,92,46,21,17,15
"165",13,33,221,0,209,445,206,391,66,90,1407,738,307,182,85,45,19,16,15
"166",13,37,221,0,199,366,208,246,81,153,1253,626,287,167,80,44,19,15,15
"167",13,41,221,0,217,306,204,182,105,183,1197,595,276,160,79,42,17,14,14
"168",13,45,221,0,212,264,207,133,119,206,1141,568,264,151,76,39,16,13,14
"169",13,49,221,0,211,219,211,96,135,212,1084,539,254,146,69,35,14,13,14
"170",14,1,221,0,209,184,215,63,140,219,1030,507,244,139,66,34,14,13,13
"171",14,5,221,0,211,145,205,41,148,225,975,480,229,134,64,30,14,11,13
"172",14,9,220,0,204,134,212,39,141,200,930,458,218,128,62,29,12,11,12
"173",14,13,219,961,210,116,206,34,123,184,1834,961,420,212,119,61,26,12,23
"174",14,17,221,907,212,108,209,33,105,160,1734,907,396,201,111,60,26,12,21
"175",14,21,221,859,217,106,209,28,96,145,1660,859,385,194,109,57,25,11,20
"176",14,25,221,0,212,492,213,440,87,130,1574,806,375,183,105,52,23,10,20
"177",14,29,221,0,215,461,206,425,82,116,1505,772,358,177,97,49,22,10,20
"178",14,33,221,0,203,443,207,404,76,93,1426,740,336,168,88,45,20,11,18
"179",14,37,221,0,205,349,211,226,105,147,1243,589,325,153,85,42,20,11,18
