"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,218,0,208,0,209,0,234,239,890,82,361,366,81,0,0,0,0
"2",1,5,218,0,211,0,215,0,212,216,854,55,353,342,104,0,0,0,0
"3",1,9,218,0,208,0,210,0,195,208,821,26,339,332,124,0,0,0,0
"4",1,13,218,998,205,0,206,0,180,194,1783,998,335,306,144,0,0,0,0
"5",1,17,217,954,210,0,212,0,159,172,1707,954,296,299,158,0,0,0,0
"6",1,21,218,902,213,0,202,0,145,159,1621,902,260,285,174,0,0,0,0
"7",1,25,218,0,203,424,210,434,136,139,1546,858,226,264,198,0,0,0,0
"8",1,29,218,0,209,406,205,413,111,128,1472,819,196,253,204,0,0,0,0
"9",1,33,218,0,208,387,212,390,97,111,1405,777,165,237,226,0,0,0,0
"10",1,37,218,0,212,336,205,300,115,174,1342,740,137,229,236,0,0,0,0
"11",1,41,218,0,209,279,205,212,139,230,1274,703,103,222,237,9,0,0,0
"12",1,45,218,0,213,245,208,151,143,263,1223,673,81,216,231,22,0,0,0
"13",1,49,218,0,204,207,208,104,148,281,1152,628,58,199,231,36,0,0,0
"14",2,1,218,0,203,176,202,77,150,284,1092,599,40,195,210,48,0,0,0
"15",2,5,218,0,207,145,205,63,149,270,1039,571,28,191,190,59,0,0,0
"16",2,9,217,0,207,127,209,55,134,247,979,534,14,178,185,68,0,0,0
"17",2,13,218,921,209,119,210,52,119,229,1859,921,511,176,175,76,0,0,0
"18",2,17,218,853,211,108,213,49,105,214,1753,853,490,159,166,85,0,0,0
"19",2,21,218,817,201,100,207,47,98,199,1669,817,464,138,153,97,0,0,0
"20",2,25,218,0,210,490,208,409,82,179,1578,768,441,121,141,107,0,0,0
"21",2,29,218,0,205,458,205,385,76,165,1494,726,416,107,137,108,0,0,0
"22",2,33,218,0,203,425,211,354,68,148,1409,677,396,91,131,114,0,0,0
"23",2,37,218,0,208,358,211,251,94,219,1341,646,376,76,126,117,0,0,0
"24",2,41,218,0,205,303,211,187,117,264,1287,625,355,65,121,117,4,0,0
"25",2,45,218,0,205,263,207,138,128,295,1236,608,339,52,115,108,14,0,0
"26",2,49,218,0,207,222,209,100,138,307,1183,583,326,40,108,106,20,0,0
"27",3,1,218,0,205,179,199,74,146,311,1114,547,312,26,108,98,23,0,0
"28",3,5,218,0,214,155,210,53,141,295,1068,528,296,17,110,90,27,0,0
"29",3,9,218,0,209,146,204,51,131,276,1017,505,281,8,105,89,29,0,0
"30",3,13,216,959,209,135,200,46,124,250,1923,959,486,259,103,87,29,0,0
"31",3,17,217,912,205,125,210,42,116,216,1826,912,462,240,93,83,36,0,0
"32",3,21,218,863,206,116,207,41,101,200,1734,863,442,228,79,82,40,0,0
"33",3,25,218,0,213,519,205,442,89,184,1652,815,425,217,70,76,49,0,0
"34",3,29,218,0,209,491,205,415,81,161,1562,772,399,208,56,76,51,0,0
"35",3,33,218,0,205,458,205,389,71,145,1473,727,382,191,47,75,51,0,0
"36",3,37,218,0,207,394,211,279,97,199,1387,674,366,182,41,73,51,0,0
"37",3,41,218,0,206,337,202,198,132,239,1314,634,351,172,34,68,53,2,0
"38",3,45,218,0,203,299,208,143,143,262,1258,611,340,157,25,66,52,7,0
"39",3,49,217,0,211,254,208,100,145,276,1194,580,320,147,18,64,54,11,0
"40",4,1,218,0,208,209,208,77,162,280,1144,554,307,141,15,61,53,13,0
"41",4,5,216,0,205,179,204,48,166,269,1071,518,289,134,11,60,46,13,0
"42",4,9,218,0,210,160,211,43,151,243,1018,489,273,129,5,58,49,15,0
"43",4,13,218,964,202,146,209,39,139,231,1930,964,466,258,120,56,51,15,0
"44",4,17,218,910,209,132,212,35,124,212,1834,910,445,252,113,50,46,18,0
