"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,219,0,212,0,208,0,225,262,907,80,366,376,85,0,0,0,0
"2",1,5,218,0,211,0,212,0,212,244,879,56,360,354,109,0,0,0,0
"3",1,9,219,0,206,0,213,0,188,229,836,24,352,334,126,0,0,0,0
"4",1,13,217,951,207,0,207,0,167,212,1744,951,326,323,144,0,0,0,0
"5",1,17,219,914,212,0,212,0,148,182,1668,914,282,311,161,0,0,0,0
"6",1,21,219,867,214,0,206,0,136,165,1588,867,250,294,177,0,0,0,0
"7",1,25,219,0,210,403,206,415,123,149,1506,818,221,278,189,0,0,0,0
"8",1,29,219,0,206,384,204,397,106,129,1426,781,186,259,200,0,0,0,0
"9",1,33,219,0,205,365,204,381,90,109,1354,746,151,251,206,0,0,0,0
"10",1,37,219,0,212,315,205,276,115,170,1293,713,125,251,204,0,0,0,0
"11",1,41,219,0,205,272,210,204,134,210,1235,686,94,239,208,8,0,0,0
"12",1,45,219,0,209,221,210,147,143,231,1161,632,72,226,210,21,0,0,0
"13",1,49,219,0,206,182,210,112,146,237,1093,586,56,212,201,38,0,0,0
"14",2,1,219,0,212,153,205,90,149,237,1046,563,41,195,198,49,0,0,0
"15",2,5,219,0,209,126,208,68,156,226,993,532,27,189,177,68,0,0,0
"16",2,9,217,0,206,115,207,58,140,209,935,496,10,185,169,75,0,0,0
"17",2,13,219,967,210,102,207,53,121,192,1852,967,465,178,158,84,0,0,0
"18",2,17,219,918,208,91,200,49,110,179,1755,918,439,152,152,94,0,0,0
"19",2,21,219,868,201,82,208,44,98,156,1657,868,414,137,138,100,0,0,0
"20",2,25,219,0,208,462,205,463,82,145,1565,814,393,119,135,104,0,0,0
"21",2,29,219,0,209,432,205,429,72,131,1478,757,378,101,134,108,0,0,0
"22",2,33,219,0,210,406,197,408,62,115,1398,715,360,83,131,109,0,0,0
"23",2,37,219,0,210,350,209,296,85,188,1338,683,348,70,130,107,0,0,0
"24",2,41,219,0,206,312,200,212,92,232,1254,648,321,54,120,104,7,0,0
