"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,208,0,199,0,195,0,211,232,837,74,343,339,81,0,0,0,0
"2",1,5,208,0,203,0,198,0,199,202,802,52,330,320,100,0,0,0,0
"3",1,9,208,0,197,0,193,0,185,181,756,21,312,315,108,0,0,0,0
"4",1,13,208,979,196,0,201,0,165,156,1697,979,294,303,121,0,0,0,0
"5",1,17,208,918,195,0,199,0,149,147,1608,918,263,295,132,0,0,0,0
"6",1,21,206,861,197,0,198,0,131,133,1520,861,231,283,145,0,0,0,0
"7",1,25,208,0,200,404,196,400,112,121,1433,804,194,269,166,0,0,0,0
"8",1,29,208,0,195,378,192,382,98,106,1351,760,159,257,175,0,0,0,0
"9",1,33,208,0,197,365,193,357,80,91,1283,722,124,259,178,0,0,0,0
"10",1,37,208,0,197,311,195,271,106,146,1226,695,99,246,186,0,0,0,0
"11",1,41,208,0,194,263,198,192,122,188,1157,656,87,216,191,7,0,0,0
"12",1,45,208,0,202,219,195,137,129,226,1108,630,63,210,189,16,0,0,0
"13",1,49,208,0,196,184,199,94,132,228,1033,582,50,186,190,25,0,0,0
"14",2,1,208,0,201,155,194,71,129,227,977,543,40,165,196,33,0,0,0
"15",2,5,208,0,199,130,196,51,123,216,915,505,31,159,175,45,0,0,0
"16",2,9,208,0,191,114,191,47,111,195,849,469,15,147,170,48,0,0,0
"17",2,13,207,925,193,103,194,41,100,172,1728,925,448,141,160,54,0,0,0
"18",2,17,208,883,193,89,196,41,93,152,1647,883,432,123,151,58,0,0,0
"19",2,21,208,828,196,79,203,39,82,132,1559,828,416,110,138,67,0,0,0
"20",2,25,208,0,197,454,198,441,70,123,1483,784,400,86,134,79,0,0,0
"21",2,29,208,0,192,434,194,407,64,109,1400,736,389,68,123,84,0,0,0
"22",2,33,208,0,193,412,201,378,50,96,1330,696,372,57,119,86,0,0,0
"23",2,37,207,0,198,358,200,272,72,176,1276,666,359,46,111,94,0,0,0
"24",2,41,208,0,197,296,198,196,94,208,1189,607,343,39,99,100,1,0,0
"25",2,45,208,0,197,251,203,140,109,236,1136,580,327,28,94,101,6,0,0
"26",2,49,208,0,194,216,198,97,119,242,1066,541,307,23,81,103,11,0,0
"27",3,1,207,0,190,187,200,72,122,235,1006,503,295,19,72,102,15,0,0
"28",3,5,208,0,193,157,199,58,117,235,959,486,277,16,67,89,24,0,0
"29",3,9,208,0,196,142,200,53,107,217,915,461,270,7,64,85,28,0,0
"30",3,13,206,898,200,132,199,47,97,202,1775,898,441,258,63,83,32,0,0
"31",3,17,207,848,196,122,201,43,89,182,1681,848,421,243,54,78,37,0,0
