"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,210,0,204,0,198,0,257,250,909,89,341,378,101,0,0,0,0
"2",1,5,209,0,203,0,202,0,236,226,867,51,326,365,125,0,0,0,0
"3",1,9,210,0,202,0,200,0,214,210,826,23,311,343,149,0,0,0,0
"4",1,13,210,896,203,0,201,0,198,187,1685,896,297,321,171,0,0,0,0
"5",1,17,209,851,191,0,201,0,186,168,1597,851,259,288,199,0,0,0,0
"6",1,21,208,802,198,0,195,0,163,149,1507,802,223,269,213,0,0,0,0
"7",1,25,209,0,196,384,202,373,141,127,1423,757,191,256,219,0,0,0,0
"8",1,29,209,0,197,367,197,358,123,115,1357,725,169,237,226,0,0,0,0
"9",1,33,209,0,198,354,201,338,108,94,1293,692,145,227,229,0,0,0,0
"10",1,37,209,0,199,308,198,253,117,153,1228,662,116,214,236,0,0,0,0
"11",1,41,209,0,196,259,196,187,128,189,1155,620,107,189,232,7,0,0,0
"12",1,45,209,0,203,216,200,129,130,205,1083,572,80,185,227,19,0,0,0
"13",1,49,208,0,202,184,203,98,137,211,1035,538,66,181,208,42,0,0,0
"14",2,1,208,0,198,148,199,73,151,212,981,504,50,176,196,55,0,0,0
"15",2,5,206,0,197,128,196,50,152,209,932,482,28,165,187,70,0,0,0
"16",2,9,208,0,196,118,201,47,140,188,890,462,12,162,175,79,0,0,0
"17",2,13,205,935,197,112,193,45,119,173,1774,935,434,151,167,87,0,0,0
"18",2,17,208,883,199,106,199,41,105,150,1683,883,411,137,146,106,0,0,0
"19",2,21,208,823,194,100,197,38,96,136,1584,823,392,120,136,113,0,0,0
"20",2,25,208,0,193,465,195,433,87,117,1490,776,369,100,125,120,0,0,0
"21",2,29,208,0,197,436,196,408,77,102,1416,731,353,88,115,129,0,0,0
"22",2,33,208,0,198,413,189,389,69,85,1343,696,337,76,105,129,0,0,0
"23",2,37,208,0,199,355,196,283,94,145,1272,651,324,62,105,130,0,0,0
"24",2,41,208,0,198,314,195,203,104,202,1216,630,311,53,94,125,3,0,0
"25",2,45,208,0,193,251,194,146,122,215,1121,575,287,41,90,117,11,0,0
"26",2,49,208,0,195,215,191,110,126,221,1058,549,265,35,83,100,26,0,0
"27",3,1,208,0,201,184,201,69,136,230,1021,530,259,27,84,88,33,0,0
"28",3,5,208,0,201,166,199,47,135,233,981,511,245,16,81,89,39,0,0
"29",3,9,208,0,196,157,202,42,130,221,948,495,240,10,79,81,43,0,0
"30",3,13,207,971,197,145,202,37,116,209,1877,971,473,229,81,77,46,0,0
"31",3,17,208,918,201,131,198,35,106,190,1779,918,448,220,68,73,52,0,0
"32",3,21,208,853,196,124,197,32,98,170,1670,853,428,208,56,70,55,0,0
"33",3,25,208,0,192,522,191,431,87,157,1580,811,399,201,46,64,59,0,0
"34",3,29,208,0,195,488,198,404,75,142,1502,763,384,194,42,56,63,0,0
"35",3,33,208,0,196,456,199,375,65,128,1419,711,368,188,38,52,62,0,0
"36",3,37,208,0,198,387,196,268,96,190,1335,661,352,181,28,48,65,0,0
"37",3,41,208,0,195,338,197,187,116,231,1264,628,335,170,23,42,64,2,0
"38",3,45,208,0,205,284,200,130,139,247,1205,594,319,165,18,43,58,8,0
"39",3,49,208,0,194,251,194,95,144,250,1128,546,307,159,13,37,48,18,0
"40",4,1,208,0,198,218,197,70,149,247,1079,521,292,153,10,37,42,24,0
"41",4,5,208,0,196,186,199,54,151,238,1024,498,274,146,6,35,40,25,0
"42",4,9,208,0,197,175,198,48,139,218,975,470,266,138,4,35,37,25,0
"43",4,13,208,918,199,159,200,44,127,200,1847,918,448,252,130,38,36,25,0
"44",4,17,207,863,196,152,198,41,113,183,1746,863,424,241,123,33,35,27,0
"45",4,21,208,814,195,140,197,39,101,169,1655,814,411,221,115,29,37,28,0
"46",4,25,208,0,198,519,201,410,89,149,1566,767,393,209,109,25,34,29,0
"47",4,29,208,0,199,485,196,384,83,136,1483,720,373,202,102,22,29,35,0
"48",4,33,208,0,194,444,192,365,76,118,1389,671,355,185,95,20,27,36,0
"49",4,37,208,0,201,371,196,252,100,195,1315,631,342,173,92,15,25,37,0
"50",4,41,208,0,199,322,200,177,118,233,1249,593,324,169,90,13,21,37,2
"51",4,45,208,0,195,268,202,129,139,247,1180,560,304,159,88,9,22,31,7
"52",4,49,208,0,201,220,201,99,149,248,1118,530,290,148,84,7,21,24,14
"53",5,1,208,0,197,183,200,66,156,250,1052,489,279,142,79,6,20,20,17
"54",5,5,207,0,196,153,201,55,154,240,999,465,267,135,72,4,19,20,17
"55",5,9,207,0,197,144,196,47,139,227,950,442,254,129,69,3,20,18,15
"56",5,13,207,937,192,129,197,42,125,208,1830,937,412,243,121,65,22,16,14
"57",5,17,208,885,200,113,199,40,111,187,1735,885,393,228,115,63,20,16,15
"58",5,21,208,837,201,106,198,35,102,172,1651,837,377,220,108,60,17,17,15
"59",5,25,208,0,194,479,202,434,93,158,1560,783,361,210,104,54,16,17,15
"60",5,29,208,0,195,451,202,405,83,147,1483,736,350,202,100,50,14,16,15
"61",5,33,208,0,198,418,200,385,73,135,1409,696,331,193,99,49,12,15,14
"62",5,37,208,0,203,355,192,286,97,213,1346,664,321,179,98,46,10,13,15
"63",5,41,208,0,197,313,198,194,119,265,1286,631,305,171,96,46,9,13,15
"64",5,45,208,0,199,262,199,131,130,291,1212,588,291,163,92,44,7,12,15
"65",5,49,208,0,197,231,201,94,131,298,1152,552,280,158,90,39,5,12,16
"66",6,1,208,0,202,198,194,67,138,298,1097,527,264,154,84,36,4,12,16
"67",6,5,208,0,197,175,199,42,141,294,1048,504,252,150,77,35,2,11,17
"68",6,9,208,0,202,160,198,40,135,274,1009,479,247,148,70,35,2,11,17
"69",6,13,208,929,194,149,199,37,132,251,1891,929,460,238,131,68,35,13,17
"70",6,17,208,869,200,137,196,34,121,239,1796,869,445,231,123,66,34,11,17
"71",6,21,208,823,200,130,200,32,107,219,1711,823,428,222,115,65,32,10,16
"72",6,25,208,0,196,508,195,411,90,206,1606,770,405,212,105,64,28,8,14
"73",6,29,208,0,200,480,196,390,76,189,1531,737,388,202,98,58,28,7,13
"74",6,33,208,0,197,453,195,372,67,170,1454,702,368,192,93,53,27,7,12
"75",6,37,208,0,199,389,199,273,90,235,1385,671,347,184,88,51,26,6,12
"76",6,41,208,0,200,338,195,207,107,270,1317,640,335,172,77,49,26,5,13
"77",6,45,208,0,199,292,196,141,133,299,1260,612,319,164,78,45,25,5,12
"78",6,49,208,0,198,244,188,109,138,293,1170,575,297,145,70,43,24,4,12
"79",7,1,208,0,200,201,196,77,142,290,1106,532,285,141,68,42,22,3,13
"80",7,5,208,0,201,168,199,53,149,291,1061,507,274,139,64,42,21,1,13
"81",7,9,208,0,200,156,198,48,141,264,1007,480,261,133,59,42,18,1,13
"82",7,13,208,915,199,143,199,42,130,238,1866,915,452,247,127,55,41,18,11
"83",7,17,208,863,202,134,197,35,117,223,1771,863,433,236,121,51,39,18,10
"84",7,21,208,811,201,125,202,31,112,202,1684,811,417,226,117,49,37,17,10
"85",7,25,208,0,198,519,197,386,100,180,1580,761,392,214,109,46,33,15,10
"86",7,29,208,0,195,491,203,361,87,163,1500,718,373,210,98,44,32,15,10
"87",7,33,208,0,197,455,194,342,81,158,1427,676,357,205,95,39,32,13,10
"88",7,37,208,0,198,388,198,246,112,235,1377,652,350,194,93,37,30,12,9
"89",7,41,208,0,198,332,195,177,135,285,1322,630,342,183,87,34,28,10,8
"90",7,45,208,0,196,288,198,122,155,304,1263,607,322,178,79,32,27,10,8
"91",7,49,208,0,199,249,199,87,159,309,1202,576,310,167,75,32,25,10,7
"92",8,1,208,0,194,203,195,71,174,299,1136,547,292,159,72,29,23,8,6
"93",8,5,208,0,199,174,195,50,175,287,1080,521,272,150,71,29,23,8,6
"94",8,9,208,0,191,160,200,43,162,265,1021,493,259,139,68,28,21,8,5
"95",8,13,208,920,204,148,193,41,141,244,1891,920,475,241,131,64,27,20,13
"96",8,17,208,877,199,139,197,38,131,218,1799,877,448,230,123,63,27,18,13
"97",8,21,207,831,202,130,195,34,117,198,1707,831,423,218,119,60,26,17,13
"98",8,25,208,0,194,507,199,438,109,179,1626,797,398,202,117,56,26,17,13
"99",8,29,208,0,199,469,200,413,97,161,1539,754,375,189,116,50,26,17,12
"100",8,33,208,0,194,450,204,392,85,147,1472,717,368,181,109,44,26,17,10
"101",8,37,208,0,193,369,200,304,118,215,1399,689,351,170,98,41,24,16,10
"102",8,41,208,0,200,324,202,235,127,253,1341,659,332,168,95,39,22,16,10
"103",8,45,208,0,191,284,200,166,138,274,1253,610,314,162,85,37,22,14,9
"104",8,49,208,0,200,245,197,127,145,273,1187,576,296,154,80,37,21,14,9
"105",9,1,209,0,199,206,200,90,148,274,1117,535,278,148,77,37,20,14,8
"106",9,5,209,0,199,162,202,63,152,277,1055,493,268,141,77,36,18,14,8
"107",9,9,209,0,199,145,202,54,145,256,1001,469,255,135,70,34,16,14,8
"108",9,13,208,910,199,128,199,48,130,247,1861,910,449,239,128,66,32,16,21
"109",9,17,209,858,197,115,198,43,122,227,1760,858,430,227,121,60,28,16,20
"110",9,21,209,805,201,103,200,41,111,205,1666,805,402,219,116,60,28,16,20
"111",9,25,209,0,202,486,200,411,102,194,1595,763,391,206,112,59,28,16,20
"112",9,29,209,0,197,457,199,393,92,176,1514,723,372,199,104,56,26,15,19
