"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,211,0,200,0,200,0,238,251,889,81,350,363,95,0,0,0,0
"2",1,5,213,0,200,0,207,0,218,227,852,56,339,344,113,0,0,0,0
"3",1,9,213,0,200,0,204,0,194,208,806,28,324,316,138,0,0,0,0
"4",1,13,211,878,198,0,196,0,166,196,1634,878,307,294,155,0,0,0,0
"5",1,17,212,844,204,0,205,0,150,174,1577,844,272,290,171,0,0,0,0
"6",1,21,212,796,204,0,203,0,132,162,1497,796,233,283,185,0,0,0,0
"7",1,25,211,0,201,381,202,378,122,144,1428,759,195,274,200,0,0,0,0
"8",1,29,212,0,202,359,201,358,109,133,1362,717,166,271,208,0,0,0,0
"9",1,33,212,0,198,343,200,325,91,120,1277,668,143,249,217,0,0,0,0
"10",1,37,212,0,206,300,200,237,107,172,1222,636,123,239,224,0,0,0,0
"11",1,41,212,0,205,261,202,167,114,205,1154,600,93,233,219,9,0,0,0
"12",1,45,212,0,202,221,202,117,117,226,1085,559,80,213,206,27,0,0,0
"13",1,49,211,0,199,185,205,86,126,236,1037,539,59,196,196,47,0,0,0
"14",2,1,213,0,199,163,196,58,125,231,972,507,43,176,192,54,0,0,0
"15",2,5,213,0,199,136,209,32,129,216,921,476,30,171,178,66,0,0,0
"16",2,9,213,0,201,123,205,32,118,200,879,452,15,171,157,84,0,0,0
"17",2,13,212,1004,201,115,194,28,103,183,1828,1004,428,162,148,86,0,0,0
"18",2,17,213,954,200,99,205,24,94,163,1739,954,408,144,144,89,0,0,0
"19",2,21,212,902,202,88,203,21,81,145,1642,902,383,119,147,91,0,0,0
"20",2,25,214,0,202,508,206,444,70,129,1559,853,365,101,145,95,0,0,0
"21",2,29,214,0,203,481,203,422,58,116,1483,807,351,84,147,94,0,0,0
"22",2,33,213,0,202,452,204,398,51,99,1406,763,335,71,136,101,0,0,0
"23",2,37,214,0,199,384,200,281,79,173,1316,718,308,60,128,102,0,0,0
"24",2,41,214,0,207,327,204,195,106,206,1245,664,303,49,124,100,5,0,0
"25",2,45,214,0,205,277,204,150,125,229,1190,635,292,41,117,92,13,0,0
