"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,213,0,203,0,199,0,217,202,821,77,326,326,92,0,0,0,0
"2",1,5,213,0,200,0,203,0,203,175,781,48,313,307,113,0,0,0,0
"3",1,9,214,0,207,0,194,0,179,155,735,23,291,298,123,0,0,0,0
"4",1,13,214,976,204,0,209,0,163,130,1682,976,281,274,151,0,0,0,0
"5",1,17,214,924,194,0,206,0,142,115,1581,924,250,254,153,0,0,0,0
"6",1,21,212,857,205,0,205,0,112,97,1476,857,219,241,159,0,0,0,0
"7",1,25,214,0,198,390,204,421,95,85,1393,811,183,218,181,0,0,0,0
"8",1,29,214,0,203,367,203,398,82,76,1329,765,163,207,194,0,0,0,0
"9",1,33,214,0,201,342,202,379,74,64,1262,721,137,202,202,0,0,0,0
"10",1,37,214,0,195,265,206,233,86,107,1092,584,118,186,204,0,0,0,0
"11",1,41,214,0,207,210,205,175,97,152,1046,562,99,178,198,9,0,0,0
"12",1,45,214,0,205,179,210,130,98,178,1000,529,74,180,198,19,0,0,0
"13",1,49,214,0,205,145,202,92,101,192,937,489,52,181,182,33,0,0,0
"14",2,1,214,0,203,119,205,65,112,189,893,464,43,170,174,42,0,0,0
"15",2,5,213,0,198,97,199,48,116,188,846,448,29,152,164,53,0,0,0
"16",2,9,213,0,205,85,191,42,94,167,784,414,14,144,156,56,0,0,0
"17",2,13,211,958,206,79,198,33,84,144,1702,958,395,142,135,72,0,0,0
"18",2,17,214,907,205,76,204,28,76,125,1621,907,377,130,133,74,0,0,0
"19",2,21,214,861,198,73,200,24,69,111,1536,861,357,116,124,78,0,0,0
"20",2,25,214,0,200,476,203,421,52,97,1449,812,335,103,112,87,0,0,0
"21",2,29,214,0,199,450,201,392,44,88,1374,762,323,90,105,94,0,0,0
"22",2,33,214,0,195,422,197,377,39,78,1308,727,307,77,104,93,0,0,0
"23",2,37,214,0,201,346,205,250,60,122,1184,626,297,70,97,94,0,0,0
"24",2,41,214,0,201,284,205,191,81,160,1122,592,286,56,99,88,1,0,0
"25",2,45,214,0,207,234,212,131,98,189,1071,553,278,43,97,96,4,0,0
"26",2,49,214,0,208,200,197,97,103,201,1006,513,267,28,96,90,12,0,0
"27",3,1,213,0,201,174,201,68,108,195,947,486,249,22,91,84,15,0,0
"28",3,5,213,0,206,150,208,47,112,186,909,460,245,18,87,80,19,0,0
"29",3,9,213,0,204,138,199,43,101,171,856,435,233,8,84,74,22,0,0
"30",3,13,214,1015,205,127,204,38,87,153,1829,1015,418,218,80,68,30,0,0
"31",3,17,214,957,206,119,202,33,80,143,1740,957,400,209,72,71,31,0,0
"32",3,21,213,902,204,107,203,32,76,128,1652,902,382,204,60,67,37,0,0
"33",3,25,214,0,209,530,207,450,68,113,1577,856,369,193,53,63,43,0,0
"34",3,29,214,0,201,495,193,424,62,102,1477,804,341,181,46,60,45,0,0
