"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,220,0,207,0,210,0,240,246,903,103,331,354,115,0,0,0,0
"2",1,5,221,0,209,0,212,0,215,222,858,66,326,331,135,0,0,0,0
"3",1,9,221,0,209,0,213,0,197,204,823,25,331,313,154,0,0,0,0
"4",1,13,221,959,212,0,214,0,173,191,1749,959,321,296,173,0,0,0,0
"5",1,17,221,913,208,0,215,0,153,176,1665,913,291,275,186,0,0,0,0
"6",1,21,220,858,206,0,210,0,136,159,1569,858,251,266,194,0,0,0,0
"7",1,25,221,0,211,384,209,423,114,142,1483,807,211,259,206,0,0,0,0
"8",1,29,221,0,209,360,212,399,101,122,1403,759,181,248,215,0,0,0,0
"9",1,33,221,0,209,337,210,370,84,113,1323,707,164,222,230,0,0,0,0
"10",1,37,221,0,205,282,211,207,95,172,1172,591,132,221,228,0,0,0,0
"11",1,41,221,0,214,237,207,153,105,209,1125,573,109,215,222,6,0,0,0
"12",1,45,221,0,209,210,208,109,116,231,1083,561,91,203,203,25,0,0,0
"13",1,49,221,0,205,171,213,87,120,229,1025,534,71,190,192,38,0,0,0
"14",2,1,221,0,211,141,210,70,118,222,972,501,63,181,173,54,0,0,0
"15",2,5,221,0,216,115,207,49,117,207,911,465,39,182,166,59,0,0,0
"16",2,9,221,0,212,103,212,44,109,187,867,443,13,180,165,66,0,0,0
"17",2,13,221,954,213,97,213,42,96,174,1789,954,428,172,160,75,0,0,0
"18",2,17,221,915,207,89,208,40,92,162,1713,915,412,154,143,89,0,0,0
"19",2,21,221,871,208,82,206,32,80,150,1629,871,393,136,135,94,0,0,0
"20",2,25,221,0,207,465,206,461,68,135,1542,822,378,108,133,101,0,0,0
"21",2,29,221,0,208,435,209,442,59,121,1474,786,360,95,126,107,0,0,0
"22",2,33,221,0,204,407,204,412,50,106,1383,739,333,86,117,108,0,0,0
"23",2,37,220,0,202,312,208,255,75,166,1218,613,318,75,110,102,0,0,0
"24",2,41,221,0,203,253,209,186,92,201,1144,570,302,58,103,109,2,0,0
"25",2,45,221,0,214,212,210,129,105,209,1079,528,289,46,102,105,9,0,0
"26",2,49,221,0,215,187,212,93,112,211,1030,496,280,36,95,104,19,0,0
"27",3,1,221,0,211,164,211,61,116,210,973,453,278,28,94,90,30,0,0
"28",3,5,221,0,209,137,210,47,122,197,922,426,270,18,89,90,29,0,0
"29",3,9,221,0,209,120,214,40,110,177,870,396,258,4,96,86,30,0,0
"30",3,13,219,983,207,106,211,36,100,164,1807,983,374,246,89,80,35,0,0
"31",3,17,220,930,212,98,210,34,91,145,1720,930,359,237,77,73,44,0,0
"32",3,21,221,874,207,89,215,29,86,128,1628,874,339,230,68,67,50,0,0
"33",3,25,221,0,204,518,209,415,75,114,1535,824,322,213,54,69,53,0,0
"34",3,29,221,0,207,480,210,392,65,102,1456,773,311,204,49,63,56,0,0
"35",3,33,221,0,208,451,209,365,55,89,1377,724,295,194,46,58,60,0,0
"36",3,37,221,0,201,360,211,217,73,137,1199,591,268,185,39,58,58,0,0
"37",3,41,221,0,208,306,206,157,84,181,1142,569,251,173,33,54,62,0,0
"38",3,45,221,0,207,265,215,103,100,200,1090,539,234,171,28,57,54,7,0
"39",3,49,220,0,211,226,215,73,107,221,1053,521,226,166,23,51,53,13,0
"40",4,1,221,0,207,189,212,56,110,220,994,489,214,157,18,51,46,19,0
"41",4,5,221,0,203,160,214,46,113,197,933,452,203,151,11,48,49,19,0
"42",4,9,221,0,210,143,210,45,98,179,885,431,188,142,2,54,49,19,0
"43",4,13,218,1048,206,139,208,39,85,166,1891,1048,414,177,135,51,45,21,0
"44",4,17,220,994,210,125,207,36,74,149,1795,994,392,170,127,44,44,24,0
"45",4,21,219,921,211,119,207,33,60,130,1681,921,373,160,122,40,39,26,0
"46",4,25,220,0,205,574,210,441,52,111,1593,876,348,151,116,33,41,28,0
"47",4,29,219,0,200,536,207,411,47,99,1500,822,331,145,107,28,35,32,0
"48",4,33,219,0,203,502,202,398,36,90,1431,785,319,138,100,26,30,33,0
