"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,221,0,214,0,202,0,225,212,853,81,344,331,97,0,0,0,0
"2",1,5,220,0,211,0,213,0,205,185,814,57,319,306,132,0,0,0,0
"3",1,9,221,0,213,0,213,0,189,173,788,26,322,293,147,0,0,0,0
"4",1,13,219,1051,206,0,211,0,173,152,1793,1051,304,287,151,0,0,0,0
"5",1,17,221,992,207,0,216,0,148,138,1701,992,273,273,163,0,0,0,0
"6",1,21,221,933,207,0,211,0,130,121,1602,933,227,268,174,0,0,0,0
"7",1,25,221,0,208,469,210,404,113,107,1511,873,206,253,179,0,0,0,0
"8",1,29,221,0,205,438,211,386,98,88,1426,824,175,247,180,0,0,0,0
"9",1,33,221,0,210,412,204,364,84,78,1352,776,146,247,183,0,0,0,0
"10",1,37,221,0,200,332,209,208,98,132,1179,642,121,234,182,0,0,0,0
"11",1,41,221,0,214,272,209,146,114,172,1127,611,102,220,184,10,0,0,0
"12",1,45,221,0,212,228,214,110,126,179,1069,568,81,219,175,26,0,0,0
"13",1,49,221,0,212,194,210,73,133,195,1017,540,62,205,171,39,0,0,0
"14",2,1,221,0,212,164,213,54,137,192,972,511,51,197,160,53,0,0,0
"15",2,5,221,0,212,148,210,37,129,180,916,481,36,183,151,65,0,0,0
"16",2,9,220,0,203,125,209,33,118,160,848,453,14,176,140,65,0,0,0
"17",2,13,220,991,213,112,209,31,105,140,1801,991,430,170,140,70,0,0,0
"18",2,17,221,936,213,107,210,27,90,127,1710,936,411,150,137,76,0,0,0
"19",2,21,221,880,211,100,209,27,81,113,1621,880,396,134,131,80,0,0,0
"20",2,25,221,0,211,523,209,430,75,101,1549,837,383,120,127,82,0,0,0
"21",2,29,221,0,208,499,203,398,64,88,1460,789,360,97,128,86,0,0,0
"22",2,33,221,0,207,465,204,383,52,76,1387,749,345,86,118,89,0,0,0
"23",2,37,221,0,204,377,206,228,77,129,1221,622,322,72,113,92,0,0,0
"24",2,41,221,0,210,303,209,150,99,180,1151,583,306,60,109,89,4,0,0
"25",2,45,221,0,211,257,214,104,115,198,1099,561,292,46,103,84,13,0,0
"26",2,49,221,0,218,212,212,68,124,206,1040,524,280,34,100,79,23,0,0
"27",3,1,221,0,209,178,210,53,135,206,991,497,271,24,94,79,26,0,0
"28",3,5,221,0,212,151,214,36,137,201,951,475,263,15,89,74,35,0,0
"29",3,9,221,0,209,136,212,35,129,188,909,451,254,6,87,75,36,0,0
"30",3,13,220,971,209,129,205,34,114,170,1832,971,432,243,81,72,33,0,0
"31",3,17,220,929,210,112,208,29,103,150,1741,929,412,225,73,63,39,0,0
"32",3,21,220,881,206,105,213,27,91,135,1658,881,397,216,64,59,41,0,0
"33",3,25,220,0,209,497,206,452,77,123,1564,831,374,205,59,54,41,0,0
"34",3,29,220,0,208,462,206,433,63,105,1477,788,350,195,46,56,42,0,0
"35",3,33,220,0,206,437,208,398,53,90,1392,737,330,184,41,57,43,0,0
"36",3,37,220,0,205,355,203,233,73,157,1226,617,306,171,34,52,46,0,0
"37",3,41,220,0,210,294,213,149,91,201,1158,578,290,162,26,54,46,2,0
"38",3,45,220,0,210,248,214,113,103,213,1101,548,275,155,20,54,42,7,0
"39",3,49,221,0,211,206,206,74,114,237,1048,524,260,147,12,55,39,11,0
"40",4,1,221,0,211,168,210,50,130,228,997,498,246,142,9,52,36,14,0
"41",4,5,220,0,206,138,213,31,130,218,936,462,237,132,5,47,37,16,0
"42",4,9,220,0,208,127,213,29,114,201,892,437,230,126,2,47,36,14,0
"43",4,13,219,982,212,117,209,27,102,184,1833,982,419,218,121,43,36,14,0
"44",4,17,219,915,205,101,200,26,92,167,1706,915,390,200,114,37,34,16,0
"45",4,21,220,861,217,90,212,24,79,142,1625,861,376,193,109,32,35,19,0
"46",4,25,220,0,210,475,208,446,76,125,1540,815,358,184,101,30,30,22,0
"47",4,29,220,0,213,451,210,422,67,112,1475,776,347,176,95,23,36,22,0
"48",4,33,220,0,204,432,196,395,59,101,1387,735,327,167,84,19,33,22,0
"49",4,37,220,0,205,358,203,214,79,164,1223,616,301,157,79,18,27,25,0
"50",4,41,220,0,207,308,215,140,101,196,1167,583,289,151,79,14,26,23,2
"51",4,45,220,0,209,251,211,101,122,212,1106,547,278,143,74,11,26,21,6
"52",4,49,220,0,209,206,210,74,130,211,1040,509,268,138,65,7,28,19,6
"53",5,1,220,0,213,170,209,54,132,204,982,473,258,132,62,5,27,18,7
"54",5,5,220,0,214,146,205,42,137,194,938,446,249,131,58,5,23,19,7
"55",5,9,220,0,207,134,209,40,126,174,890,417,242,126,53,2,23,20,7
"56",5,13,219,1029,209,125,212,36,116,161,1888,1029,402,235,123,50,23,18,8
"57",5,17,220,968,211,116,206,34,103,148,1786,968,385,226,115,47,21,15,9
"58",5,21,220,915,213,106,203,33,97,126,1693,915,369,212,109,45,19,14,10
"59",5,25,220,0,211,509,208,470,87,107,1592,848,349,205,106,45,17,11,11
"60",5,29,220,0,208,478,209,443,75,98,1511,796,336,200,102,40,15,11,11
"61",5,33,220,0,203,447,211,422,58,84,1425,754,313,189,96,38,12,12,11
"62",5,37,220,0,202,350,210,244,78,138,1222,604,290,174,88,36,9,10,11
"63",5,41,220,0,209,282,210,182,100,170,1153,560,281,169,83,33,6,12,9
"64",5,45,220,0,211,243,213,139,115,188,1109,534,276,161,81,31,6,9,11
"65",5,49,220,0,212,211,211,105,119,197,1055,507,264,153,76,30,3,10,12
"66",6,1,220,0,208,178,207,71,125,199,988,467,258,143,68,27,3,10,12
"67",6,5,220,0,212,149,213,46,127,187,934,437,246,138,66,24,3,9,11
"68",6,9,220,0,212,139,209,44,119,170,893,416,239,133,61,22,0,12,10
"69",6,13,219,1015,210,131,202,39,109,149,1855,1015,394,221,129,54,20,11,11
"70",6,17,220,964,203,122,209,34,94,132,1758,964,377,207,121,49,19,9,12
"71",6,21,220,915,209,109,212,31,84,122,1682,915,368,202,114,47,18,8,10
"72",6,25,220,0,206,522,208,457,78,106,1577,852,347,191,108,47,17,7,8
"73",6,29,220,0,209,483,210,428,70,92,1492,799,333,185,99,46,16,5,9
"74",6,33,220,0,205,454,203,402,59,82,1405,751,319,174,91,42,15,4,9
"75",6,37,220,0,204,373,208,244,91,144,1264,646,300,169,85,39,14,3,8
"76",6,41,220,0,207,318,213,179,111,178,1206,615,291,160,81,35,14,2,8
