"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,215,0,200,0,206,0,251,221,878,82,323,376,97,0,0,0,0
"2",1,5,215,0,207,0,205,0,224,205,841,52,308,373,108,0,0,0,0
"3",1,9,215,0,206,0,197,0,203,187,793,23,292,350,128,0,0,0,0
"4",1,13,215,991,204,0,204,0,180,164,1743,991,280,329,143,0,0,0,0
"5",1,17,215,939,208,0,202,0,163,148,1660,939,252,306,163,0,0,0,0
"6",1,21,214,889,205,0,206,0,143,129,1572,889,215,286,182,0,0,0,0
"7",1,25,215,0,203,454,205,394,124,116,1496,848,182,270,196,0,0,0,0
"8",1,29,215,0,199,431,207,376,109,103,1425,807,158,254,206,0,0,0,0
"9",1,33,215,0,202,409,203,354,93,91,1352,763,138,233,218,0,0,0,0
"10",1,37,215,0,209,342,209,250,132,153,1295,720,120,227,228,0,0,0,0
"11",1,41,215,0,202,291,201,178,141,186,1199,661,94,210,225,9,0,0,0
"12",1,45,215,0,205,249,200,127,158,201,1140,631,80,194,207,28,0,0,0
"13",1,49,215,0,197,206,205,90,176,216,1090,610,60,173,207,40,0,0,0
"14",2,1,215,0,201,173,204,64,178,220,1040,585,49,163,188,55,0,0,0
"15",2,5,215,0,203,150,210,46,176,213,998,563,35,156,184,60,0,0,0
"16",2,9,215,0,208,140,202,45,160,191,946,530,18,154,173,71,0,0,0
"17",2,13,215,994,202,132,207,41,147,167,1890,994,500,151,167,78,0,0,0
"18",2,17,215,943,206,121,207,38,134,150,1799,943,473,139,157,87,0,0,0
"19",2,21,215,893,205,114,197,33,114,135,1691,893,443,119,142,94,0,0,0
"20",2,25,215,0,203,526,206,462,101,114,1612,852,421,104,133,102,0,0,0
"21",2,29,215,0,207,493,205,446,85,99,1535,815,396,88,129,107,0,0,0
"22",2,33,215,0,204,467,204,423,78,88,1464,773,382,73,123,113,0,0,0
"23",2,37,215,0,202,408,208,316,97,172,1403,739,369,62,117,116,0,0,0
"24",2,41,215,0,205,351,208,234,121,225,1344,713,349,56,104,116,6,0,0
