"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,211,0,205,0,196,0,285,241,927,85,375,362,105,0,0,0,0
"2",1,5,212,0,200,0,203,0,266,221,890,57,366,346,121,0,0,0,0
"3",1,9,210,0,200,0,204,0,243,206,853,31,343,334,145,0,0,0,0
"4",1,13,212,974,204,0,206,0,217,185,1786,974,333,321,158,0,0,0,0
"5",1,17,212,919,207,0,208,0,201,172,1707,919,293,314,181,0,0,0,0
"6",1,21,212,859,203,0,206,0,185,160,1613,859,251,305,198,0,0,0,0
"7",1,25,212,0,204,404,205,418,164,149,1544,822,219,284,219,0,0,0,0
"8",1,29,212,0,199,374,196,396,146,132,1443,770,181,273,219,0,0,0,0
"9",1,33,212,0,200,359,197,381,132,112,1381,740,151,266,224,0,0,0,0
"10",1,37,212,0,201,306,201,277,138,188,1311,702,132,252,225,0,0,0,0
"11",1,41,212,0,200,272,203,209,152,221,1257,678,113,232,228,6,0,0,0
"12",1,45,212,0,202,229,199,154,161,233,1178,626,93,223,214,22,0,0,0
"13",1,49,212,0,199,192,201,112,173,248,1125,600,75,208,201,41,0,0,0
"14",2,1,211,0,196,161,200,82,182,245,1066,576,52,205,184,49,0,0,0
"15",2,5,211,0,204,125,201,54,176,241,1001,537,35,197,179,53,0,0,0
"16",2,9,211,0,203,113,199,52,169,219,955,510,21,182,180,62,0,0,0
"17",2,13,211,932,202,104,201,49,149,196,1833,932,485,181,164,71,0,0,0
"18",2,17,211,884,205,99,201,44,138,177,1748,884,466,158,158,82,0,0,0
"19",2,21,211,843,199,94,197,41,129,156,1659,843,445,131,154,86,0,0,0
"20",2,25,211,0,203,485,195,433,117,142,1575,800,424,119,134,98,0,0,0
"21",2,29,211,0,195,457,198,403,108,128,1489,751,407,90,140,101,0,0,0
"22",2,33,211,0,203,438,201,386,91,111,1430,720,390,77,137,106,0,0,0
"23",2,37,211,0,199,375,197,291,126,174,1362,691,372,60,130,109,0,0,0
"24",2,41,211,0,196,320,203,216,141,226,1302,667,350,50,121,110,4,0,0
"25",2,45,211,0,202,272,200,157,148,255,1234,634,330,44,113,101,12,0,0
"26",2,49,211,0,202,228,202,114,159,263,1168,600,313,37,107,93,18,0,0
"27",3,1,211,0,197,195,198,92,168,257,1107,573,294,28,106,83,23,0,0
"28",3,5,211,0,201,169,203,61,156,254,1044,541,277,20,98,83,25,0,0
