"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,221,0,207,0,214,0,238,209,868,93,340,342,93,0,0,0,0
"2",1,5,221,0,214,0,209,0,217,192,832,53,338,323,118,0,0,0,0
"3",1,9,221,0,202,0,210,0,194,172,778,24,317,302,135,0,0,0,0
"4",1,13,220,987,212,0,210,0,167,152,1728,987,303,292,146,0,0,0,0
"5",1,17,221,938,209,0,215,0,147,131,1640,938,269,273,160,0,0,0,0
"6",1,21,221,889,210,0,212,0,130,119,1560,889,231,265,175,0,0,0,0
"7",1,25,221,0,211,423,217,414,116,107,1488,837,204,256,191,0,0,0,0
"8",1,29,221,0,212,402,211,389,100,100,1414,791,177,240,206,0,0,0,0
"9",1,33,221,0,209,375,210,361,88,90,1333,736,151,228,218,0,0,0,0
"10",1,37,221,0,207,324,217,252,103,154,1257,689,121,230,217,0,0,0,0
"11",1,41,220,0,206,283,213,192,107,193,1194,663,97,220,208,6,0,0,0
"12",1,45,221,0,210,234,206,137,123,224,1134,634,74,202,206,18,0,0,0
"13",1,49,221,0,214,200,213,96,121,232,1076,601,61,189,189,36,0,0,0
"14",2,1,221,0,208,175,213,72,128,242,1038,585,44,184,176,49,0,0,0
"15",2,5,221,0,210,149,214,49,128,244,994,562,28,177,166,61,0,0,0
"16",2,9,220,0,209,135,212,49,115,229,949,533,15,173,158,70,0,0,0
"17",2,13,216,940,208,122,212,45,104,216,1847,940,510,163,163,71,0,0,0
"18",2,17,220,900,211,118,208,42,91,202,1772,900,489,151,148,84,0,0,0
"19",2,21,220,851,206,111,206,39,80,181,1674,851,464,121,148,90,0,0,0
"20",2,25,219,0,201,518,209,416,75,158,1577,801,437,101,146,92,0,0,0
"21",2,29,220,0,206,489,213,391,63,138,1500,762,416,91,131,100,0,0,0
"22",2,33,220,0,210,464,209,368,52,127,1430,729,394,74,125,108,0,0,0
