"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,220,0,214,0,212,0,234,224,884,91,328,357,108,0,0,0,0
"2",1,5,220,0,213,0,207,0,210,196,826,62,309,332,123,0,0,0,0
"3",1,9,220,0,206,0,212,0,190,174,782,37,287,316,142,0,0,0,0
"4",1,13,220,1044,206,0,213,0,165,160,1788,1044,293,286,165,0,0,0,0
"5",1,17,219,988,206,0,207,0,149,143,1693,988,257,275,173,0,0,0,0
"6",1,21,218,928,204,0,200,0,128,122,1582,928,215,257,182,0,0,0,0
"7",1,25,220,0,210,427,210,453,107,97,1504,880,192,244,188,0,0,0,0
"8",1,29,220,0,212,405,205,419,92,80,1413,824,163,243,183,0,0,0,0
"9",1,33,220,0,209,389,204,396,78,65,1341,785,138,235,183,0,0,0,0
"10",1,37,220,0,208,336,211,294,98,132,1279,751,119,213,196,0,0,0,0
"11",1,41,220,0,212,288,209,190,112,182,1193,691,102,198,198,4,0,0,0
"12",1,45,220,0,211,249,206,128,124,206,1124,650,77,191,183,23,0,0,0
"13",1,49,220,0,210,205,209,93,139,213,1069,616,61,180,175,37,0,0,0
"14",2,1,219,0,208,169,212,66,146,220,1021,590,54,158,169,50,0,0,0
"15",2,5,220,0,208,134,207,47,150,223,969,564,33,150,160,62,0,0,0
"16",2,9,220,0,212,117,206,41,138,207,921,534,19,146,158,64,0,0,0
"17",2,13,220,942,210,108,212,38,129,185,1824,942,513,149,143,77,0,0,0
"18",2,17,219,883,206,98,206,37,120,168,1718,883,489,125,137,84,0,0,0
"19",2,21,220,838,212,86,210,32,111,141,1630,838,464,103,134,91,0,0,0
"20",2,25,220,0,208,466,210,443,100,122,1549,798,440,86,133,92,0,0,0
"21",2,29,220,0,207,437,211,423,88,108,1474,755,418,77,132,92,0,0,0
"22",2,33,220,0,206,411,212,396,77,92,1394,708,403,64,124,95,0,0,0
"23",2,37,220,0,207,351,207,300,97,160,1322,672,380,54,114,102,0,0,0
"24",2,41,220,0,212,296,214,216,118,205,1261,635,365,51,107,100,3,0,0
"25",2,45,220,0,210,257,211,155,136,242,1211,614,348,41,99,94,15,0,0
"26",2,49,220,0,212,215,211,112,145,244,1139,565,335,29,100,88,22,0,0
"27",3,1,220,0,208,176,206,78,161,240,1069,527,319,26,85,84,28,0,0
"28",3,5,219,0,206,152,201,54,159,230,1002,502,300,12,75,82,31,0,0
"29",3,9,220,0,213,133,203,45,142,202,938,464,282,6,73,79,34,0,0
"30",3,13,220,1008,210,122,208,39,135,176,1898,1008,439,265,72,74,40,0,0
"31",3,17,220,943,209,107,207,33,126,158,1783,943,409,255,61,72,43,0,0
"32",3,21,220,900,206,101,204,29,115,143,1698,900,395,239,52,66,46,0,0
"33",3,25,220,0,215,504,205,465,101,124,1614,856,377,225,46,65,45,0,0
"34",3,29,220,0,212,483,212,433,94,106,1540,810,362,216,42,64,46,0,0
"35",3,33,220,0,206,457,207,408,85,97,1460,768,345,207,34,60,46,0,0
"36",3,37,220,0,208,399,206,291,109,172,1385,732,324,197,29,55,48,0,0
"37",3,41,220,0,213,345,198,205,129,209,1299,687,301,186,27,48,48,2,0
"38",3,45,220,0,207,287,211,140,142,242,1229,647,288,179,20,45,43,7,0
"39",3,49,220,0,210,234,213,105,149,236,1147,596,272,167,16,46,39,11,0
"40",4,1,220,0,210,201,209,71,160,245,1096,567,262,160,16,40,38,13,0
"41",4,5,220,0,204,166,216,45,159,240,1030,539,239,153,8,38,40,13,0
"42",4,9,219,0,205,151,205,42,146,224,973,510,223,146,4,39,38,13,0
"43",4,13,220,976,207,136,210,39,128,208,1904,976,492,208,139,38,34,17,0
"44",4,17,219,909,212,124,204,38,110,191,1788,909,465,196,136,33,29,20,0
"45",4,21,220,856,205,112,208,33,106,166,1686,856,438,191,129,28,24,20,0
"46",4,25,219,0,208,488,207,443,98,148,1592,806,416,182,120,24,25,19,0
"47",4,29,219,0,206,465,211,415,86,135,1518,764,401,173,113,22,25,20,0
"48",4,33,219,0,209,434,210,389,76,120,1438,715,387,164,107,17,28,20,0
"49",4,37,219,0,203,354,210,292,105,189,1353,664,369,158,100,15,27,20,0
"50",4,41,219,0,208,284,207,225,134,227,1285,632,348,152,95,15,22,21,0
"51",4,45,219,0,212,244,212,176,147,246,1237,609,333,148,91,11,23,19,3
"52",4,49,219,0,209,212,207,132,153,260,1173,574,321,142,83,9,23,17,4
"53",5,1,219,0,206,172,209,98,149,255,1089,535,299,128,77,8,18,20,4
"54",5,5,219,0,208,143,206,70,152,246,1025,494,287,124,71,4,18,23,4
