"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,219,0,208,0,211,0,281,241,941,83,384,382,92,0,0,0,0
"2",1,5,220,0,207,0,214,0,255,217,893,58,353,378,104,0,0,0,0
"3",1,9,220,0,208,0,214,0,226,204,852,26,346,356,124,0,0,0,0
"4",1,13,220,965,212,0,213,0,208,188,1786,965,341,332,148,0,0,0,0
"5",1,17,220,906,214,0,206,0,184,174,1684,906,291,321,166,0,0,0,0
"6",1,21,217,847,203,0,208,0,172,154,1584,847,260,302,175,0,0,0,0
"7",1,25,219,0,205,415,207,392,147,136,1502,807,222,289,184,0,0,0,0
"8",1,29,219,0,204,395,211,372,126,119,1427,767,201,269,190,0,0,0,0
"9",1,33,219,0,203,374,211,356,110,108,1362,730,163,269,200,0,0,0,0
"10",1,37,218,0,203,290,203,212,134,161,1203,617,132,245,209,0,0,0,0
"11",1,41,219,0,203,241,211,155,134,187,1131,573,107,231,213,7,0,0,0
"12",1,45,219,0,206,200,207,111,145,207,1076,551,81,213,216,15,0,0,0
"13",1,49,219,0,204,174,210,77,144,219,1028,531,65,204,204,24,0,0,0
"14",2,1,218,0,203,147,211,54,139,215,969,496,46,192,197,38,0,0,0
"15",2,5,219,0,208,114,201,40,134,206,903,462,32,171,188,50,0,0,0
"16",2,9,219,0,209,106,211,34,122,186,868,441,11,172,184,60,0,0,0
"17",2,13,218,909,202,97,206,33,108,171,1726,909,417,166,168,66,0,0,0
"18",2,17,219,852,212,89,208,32,88,154,1635,852,400,150,159,74,0,0,0
"19",2,21,219,807,205,84,211,29,75,135,1546,807,376,127,153,83,0,0,0
"20",2,25,219,0,210,442,212,408,68,123,1463,753,360,105,153,92,0,0,0
"21",2,29,219,0,206,411,205,378,63,110,1373,703,336,95,144,95,0,0,0
"22",2,33,219,0,203,391,206,353,53,90,1296,664,319,77,138,98,0,0,0
"23",2,37,219,0,204,306,209,192,76,148,1135,547,298,64,120,106,0,0,0
"24",2,41,219,0,208,255,207,139,94,172,1075,515,281,51,117,109,2,0,0
"25",2,45,219,0,206,224,209,91,99,195,1024,493,271,37,109,111,3,0,0
"26",2,49,219,0,205,192,208,68,109,207,989,486,260,27,103,107,6,0,0
"27",3,1,218,0,214,161,207,54,111,204,951,466,252,23,94,100,16,0,0
"28",3,5,219,0,210,141,211,44,109,197,912,444,244,17,88,97,22,0,0
"29",3,9,218,0,207,125,203,41,105,185,866,425,227,6,90,90,28,0,0
"30",3,13,216,904,206,116,210,34,95,172,1737,904,412,213,91,85,32,0,0
"31",3,17,219,854,211,109,208,33,81,155,1651,854,391,205,84,79,38,0,0
"32",3,21,219,804,206,106,210,29,72,142,1569,804,378,200,66,76,45,0,0
"33",3,25,219,0,207,497,210,380,65,128,1487,761,356,190,54,79,47,0,0
"34",3,29,219,0,208,468,211,363,59,115,1424,721,346,187,48,71,51,0,0
"35",3,33,219,0,205,423,202,342,50,106,1328,665,331,176,39,65,52,0,0
"36",3,37,219,0,202,349,211,210,63,153,1188,558,316,166,31,62,55,0,0
"37",3,41,219,0,212,300,209,151,82,189,1143,539,304,159,23,59,58,1,0
"38",3,45,219,0,215,259,211,108,97,205,1095,512,295,152,20,56,57,3,0
"39",3,49,219,0,207,223,207,82,116,215,1050,495,282,144,17,49,56,7,0
"40",4,1,218,0,213,176,205,59,126,216,995,461,271,137,14,48,52,12,0
"41",4,5,219,0,212,146,204,38,132,211,943,441,260,128,9,48,44,13,0
"42",4,9,219,0,206,135,201,34,119,189,884,417,241,119,3,48,41,15,0
"43",4,13,218,1006,206,125,208,33,107,161,1846,1006,398,231,112,45,38,16,0
"44",4,17,219,941,206,112,211,29,98,145,1742,941,379,225,106,35,38,18,0
"45",4,21,219,870,203,102,208,29,87,134,1633,870,361,218,102,25,36,21,0
"46",4,25,219,0,208,489,210,446,79,121,1553,817,351,205,100,20,38,22,0
"47",4,29,219,0,205,463,212,418,70,103,1471,767,342,191,94,19,35,23,0
"48",4,33,219,0,206,440,209,407,60,91,1413,738,325,186,91,16,32,25,0
"49",4,37,219,0,205,359,212,228,84,165,1253,617,306,175,87,16,26,26,0
"50",4,41,219,0,210,303,203,171,102,194,1183,586,286,165,81,12,26,27,0
"51",4,45,219,0,200,259,208,116,126,209,1118,553,272,156,77,11,24,25,0
"52",4,49,219,0,209,213,209,82,135,216,1064,524,259,150,75,7,24,25,0
"53",5,1,219,0,209,181,209,57,139,224,1019,500,250,142,73,4,25,22,3
"54",5,5,219,0,206,151,207,37,141,213,955,464,235,134,71,3,22,23,3
