"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,206,0,199,0,195,0,271,245,910,95,335,382,98,0,0,0,0
"2",1,5,205,0,197,0,196,0,253,220,866,60,325,361,120,0,0,0,0
"3",1,9,206,0,192,0,200,0,223,203,818,24,314,345,135,0,0,0,0
"4",1,13,204,902,199,0,191,0,197,191,1680,902,293,325,160,0,0,0,0
"5",1,17,203,851,193,0,197,0,181,164,1586,851,254,307,174,0,0,0,0
"6",1,21,207,817,203,0,198,0,158,148,1524,817,223,299,185,0,0,0,0
"7",1,25,207,0,200,394,194,368,145,136,1437,762,194,280,201,0,0,0,0
"8",1,29,207,0,200,380,198,350,133,118,1379,730,160,262,227,0,0,0,0
"9",1,33,207,0,191,360,191,320,119,100,1281,680,131,248,222,0,0,0,0
"10",1,37,207,0,194,298,195,217,132,156,1192,623,113,230,226,0,0,0,0
"11",1,41,207,0,193,249,195,150,139,188,1114,575,95,205,229,10,0,0,0
"12",1,45,207,0,187,213,196,108,147,208,1059,554,76,190,220,19,0,0,0
"13",1,49,206,0,190,175,196,81,153,210,1005,532,51,182,204,36,0,0,0
"14",2,1,207,0,187,148,197,63,149,215,959,516,40,163,188,52,0,0,0
"15",2,5,205,0,197,120,196,40,137,209,899,482,26,159,171,61,0,0,0
"16",2,9,206,0,198,108,193,36,126,195,856,454,13,155,164,70,0,0,0
"17",2,13,206,940,200,104,194,35,114,173,1760,940,430,155,152,83,0,0,0
"18",2,17,206,880,197,96,197,32,103,152,1657,880,400,140,148,89,0,0,0
"19",2,21,205,822,193,88,194,31,94,136,1558,822,378,121,144,93,0,0,0
"20",2,25,206,0,191,466,195,410,86,121,1469,765,364,105,132,103,0,0,0
"21",2,29,206,0,194,444,203,391,71,105,1408,733,347,87,122,119,0,0,0
"22",2,33,206,0,192,419,196,370,64,101,1342,694,333,72,121,122,0,0,0
"23",2,37,206,0,197,355,196,261,98,167,1274,654,319,60,111,130,0,0,0
"24",2,41,205,0,195,313,194,199,113,213,1227,640,302,49,104,128,4,0,0
"25",2,45,206,0,195,261,195,150,135,236,1172,608,297,39,99,117,12,0,0
"26",2,49,206,0,191,225,198,108,143,257,1122,589,283,31,96,105,18,0,0
"27",3,1,206,0,195,194,199,73,146,260,1067,555,272,26,90,96,28,0,0
"28",3,5,206,0,191,162,195,61,153,259,1021,535,265,15,88,82,36,0,0
"29",3,9,206,0,192,148,195,56,137,239,967,509,254,5,80,80,39,0,0
"30",3,13,205,956,198,139,196,53,121,218,1881,956,486,243,70,83,43,0,0
"31",3,17,206,906,198,129,201,49,106,200,1789,906,466,232,59,76,50,0,0
"32",3,21,207,856,197,115,200,46,100,185,1699,856,447,220,50,75,51,0,0
"33",3,25,207,0,195,503,201,456,94,171,1620,811,427,210,44,72,56,0,0
"34",3,29,207,0,192,470,196,431,83,158,1530,768,401,196,38,67,60,0,0
"35",3,33,207,0,198,439,197,403,72,142,1451,719,388,187,33,64,60,0,0
"36",3,37,207,0,199,381,190,304,103,228,1405,706,375,175,29,57,63,0,0
"37",3,41,207,0,193,329,200,207,120,270,1319,648,361,168,24,53,64,1,0
"38",3,45,207,0,190,283,193,143,129,302,1240,614,346,154,15,47,58,6,0
"39",3,49,207,0,197,229,200,94,139,300,1159,567,322,149,14,45,52,10,0
"40",4,1,207,0,200,197,199,73,149,301,1119,550,306,142,12,41,49,19,0
"41",4,5,206,0,195,171,197,51,150,298,1062,519,295,134,6,44,43,21,0
"42",4,9,207,0,195,159,193,49,140,275,1011,503,276,126,2,40,43,21,0
"43",4,13,205,885,195,150,202,44,130,256,1862,885,489,262,121,35,47,23,0
"44",4,17,208,830,195,139,197,43,122,243,1769,830,474,252,113,29,45,26,0
"45",4,21,208,777,198,123,199,40,114,224,1675,777,449,245,110,24,45,25,0
"46",4,25,208,0,193,490,200,412,104,206,1605,747,432,233,104,21,42,26,0
"47",4,29,208,0,198,465,194,399,94,190,1540,724,408,224,98,18,39,29,0
"48",4,33,208,0,197,447,200,363,83,170,1460,678,386,219,94,17,37,29,0
"49",4,37,208,0,196,381,199,268,109,233,1386,645,372,207,85,14,31,32,0
"50",4,41,208,0,193,320,198,203,144,263,1321,622,352,195,78,12,29,32,1
"51",4,45,208,0,195,270,203,160,159,268,1255,594,329,190,73,10,24,32,3
"52",4,49,208,0,195,224,197,113,166,283,1178,560,308,177,68,10,21,28,6
"53",5,1,208,0,199,187,195,83,166,282,1112,524,292,166,67,8,20,24,11
"54",5,5,208,0,197,168,200,68,164,267,1064,498,285,157,66,4,22,19,13
"55",5,9,208,0,200,158,199,63,146,246,1012,470,272,153,60,2,20,23,12
"56",5,13,208,953,203,147,197,59,131,225,1915,953,449,257,143,57,18,25,13
"57",5,17,208,906,200,141,194,51,126,211,1829,906,435,245,134,55,16,25,13
"58",5,21,208,850,199,129,194,46,116,191,1725,850,419,227,127,51,14,23,14
"59",5,25,208,0,204,526,200,436,105,172,1643,800,402,219,122,50,13,22,15
"60",5,29,208,0,194,498,200,406,98,158,1554,749,381,212,117,48,12,19,16
"61",5,33,207,0,198,481,197,388,86,147,1497,723,369,205,110,45,10,16,19
"62",5,37,208,0,197,413,195,286,109,215,1415,674,354,197,103,44,10,13,20
"63",5,41,208,0,196,342,194,209,133,250,1324,621,336,189,99,39,8,12,20
"64",5,45,208,0,200,298,191,158,148,274,1269,606,323,172,95,37,6,9,21
"65",5,49,208,0,196,253,196,111,155,283,1194,572,303,159,89,36,6,8,21
"66",6,1,208,0,203,208,198,80,163,280,1132,537,290,154,84,34,4,8,21
"67",6,5,208,0,196,183,199,50,163,281,1072,506,273,146,82,32,1,11,21
"68",6,9,208,0,197,161,196,45,146,263,1008,474,262,135,76,29,1,10,21
"69",6,13,208,897,203,146,196,40,133,235,1850,897,443,250,130,72,28,9,21
"70",6,17,208,844,192,140,198,36,122,220,1752,844,430,234,122,69,26,7,20
"71",6,21,208,793,196,120,198,35,115,200,1657,793,412,223,114,65,25,5,20
"72",6,25,207,0,201,495,192,407,102,187,1584,754,399,213,108,63,24,5,18
"73",6,29,208,0,205,477,201,387,94,163,1527,722,386,205,106,61,24,4,19
"74",6,33,208,0,196,453,195,368,90,150,1452,683,375,195,100,54,23,4,18
"75",6,37,208,0,197,385,190,264,113,211,1360,638,356,183,94,50,19,4,16
"76",6,41,208,0,198,331,196,201,128,247,1301,617,345,166,90,48,16,3,16
"77",6,45,208,0,194,278,199,148,142,276,1237,590,324,157,85,47,16,3,15
"78",6,49,208,0,203,231,200,118,149,284,1185,561,308,155,81,46,16,3,15
"79",7,1,208,0,199,199,195,88,154,287,1122,531,290,150,78,42,14,2,15
"80",7,5,208,0,200,160,197,61,162,281,1061,495,278,142,75,41,14,1,15
"81",7,9,207,0,196,144,199,56,153,253,1001,466,266,134,70,36,14,1,14
"82",7,13,209,959,204,135,200,50,134,238,1920,959,454,256,126,64,33,14,14
"83",7,17,209,916,199,125,193,45,126,221,1825,916,434,246,115,59,28,13,14
"84",7,21,208,867,198,117,196,41,111,193,1723,867,408,235,108,57,24,11,13
"85",7,25,209,0,198,516,197,451,100,179,1641,823,390,227,105,51,22,11,12
"86",7,29,209,0,199,487,202,422,89,154,1553,779,367,217,99,48,22,10,11
"87",7,33,209,0,202,457,195,396,83,147,1480,735,355,210,94,47,22,9,8
"88",7,37,209,0,204,397,195,298,105,223,1422,715,337,197,89,46,21,9,8
"89",7,41,209,0,199,336,204,213,131,278,1361,678,326,194,83,43,20,9,8
"90",7,45,209,0,195,296,197,171,144,296,1299,658,304,184,76,42,19,8,8
"91",7,49,209,0,198,257,198,127,148,298,1226,615,295,170,75,40,16,8,7
"92",8,1,209,0,195,224,193,85,155,295,1147,569,282,158,73,36,15,8,6
"93",8,5,209,0,201,189,194,61,152,277,1074,524,274,149,67,35,15,6,4
"94",8,9,208,0,198,176,199,56,143,249,1021,495,260,142,66,33,15,6,4
"95",8,13,210,958,200,167,203,55,130,231,1944,958,475,256,136,65,31,14,9
"96",8,17,210,911,196,155,199,51,118,211,1841,911,454,239,123,64,28,13,9
"97",8,21,210,868,204,140,193,47,106,190,1748,868,431,224,120,58,26,13,8
"98",8,25,210,0,195,531,201,457,98,169,1651,815,408,218,114,54,24,11,7
"99",8,29,210,0,199,495,202,437,89,152,1574,774,389,211,110,52,21,10,7
