"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,219,0,211,0,212,0,253,276,952,86,366,400,100,0,0,0,0
"2",1,5,220,0,209,0,212,0,235,261,917,54,356,386,121,0,0,0,0
"3",1,9,220,0,209,0,212,0,218,239,878,24,353,361,140,0,0,0,0
"4",1,13,220,1002,210,0,211,0,197,222,1842,1002,337,343,160,0,0,0,0
"5",1,17,219,937,209,0,208,0,176,203,1733,937,286,340,170,0,0,0,0
"6",1,21,220,882,208,0,210,0,158,179,1637,882,251,318,186,0,0,0,0
"7",1,25,220,0,209,401,204,436,135,158,1543,837,224,291,191,0,0,0,0
"8",1,29,221,0,203,384,212,412,114,133,1458,796,182,272,208,0,0,0,0
"9",1,33,221,0,209,359,210,388,92,115,1373,747,148,256,222,0,0,0,0
"10",1,37,221,0,209,283,211,236,106,176,1221,626,122,239,234,0,0,0,0
"11",1,41,220,0,210,239,215,162,116,219,1161,591,99,230,234,7,0,0,0
"12",1,45,220,0,210,204,209,130,123,231,1107,564,81,221,218,23,0,0,0
"13",1,49,220,0,210,173,209,88,135,235,1050,533,64,203,214,36,0,0,0
"14",2,1,220,0,206,155,212,63,133,235,1004,517,43,195,205,44,0,0,0
"15",2,5,220,0,213,129,207,43,131,226,949,490,25,189,191,54,0,0,0
"16",2,9,220,0,211,117,211,36,125,202,902,462,13,185,176,66,0,0,0
"17",2,13,220,984,209,110,202,34,116,184,1839,984,446,177,159,73,0,0,0
"18",2,17,220,934,205,97,211,27,109,166,1749,934,426,153,157,79,0,0,0
"19",2,21,220,883,209,90,210,26,93,150,1661,883,404,133,155,86,0,0,0
"20",2,25,220,0,209,476,208,456,78,134,1561,827,378,120,147,89,0,0,0
"21",2,29,220,0,206,448,209,430,67,117,1477,778,366,101,135,97,0,0,0
"22",2,33,220,0,207,408,212,410,58,105,1400,729,351,84,130,106,0,0,0
"23",2,37,220,0,207,315,205,252,87,170,1236,597,339,66,127,107,0,0,0
"24",2,41,220,0,206,266,208,185,113,203,1181,572,326,52,124,102,5,0,0
"25",2,45,220,0,206,229,212,135,124,219,1125,541,314,42,119,95,14,0,0
"26",2,49,220,0,214,196,207,90,124,228,1059,502,302,37,103,96,19,0,0
"27",3,1,220,0,210,169,211,59,129,224,1002,465,294,29,101,89,24,0,0
"28",3,5,220,0,209,141,207,44,126,221,948,443,277,15,103,85,25,0,0
"29",3,9,220,0,208,134,204,40,110,204,900,420,263,8,97,86,26,0,0
"30",3,13,219,927,208,122,209,35,98,181,1780,927,391,251,96,83,32,0,0
"31",3,17,220,878,209,113,205,31,86,158,1680,878,371,231,79,84,37,0,0
"32",3,21,220,827,212,105,205,25,76,143,1593,827,357,220,66,81,42,0,0
"33",3,25,220,0,204,471,210,443,69,127,1524,794,341,211,64,74,40,0,0
"34",3,29,220,0,205,437,206,417,65,113,1443,747,320,205,54,71,46,0,0
"35",3,33,220,0,208,412,204,405,59,97,1385,721,307,198,41,67,51,0,0
"36",3,37,220,0,204,312,209,236,93,161,1215,590,288,188,33,65,51,0,0
"37",3,41,220,0,209,266,212,154,99,208,1148,551,280,178,23,62,53,1,0
"38",3,45,220,0,212,224,204,114,113,223,1090,530,262,171,15,58,51,3,0
"39",3,49,220,0,203,189,212,74,126,238,1042,509,250,165,12,49,50,7,0
"40",4,1,220,0,209,156,212,44,121,239,981,478,234,154,9,50,44,12,0
"41",4,5,220,0,204,127,212,38,118,224,923,446,222,145,3,53,41,13,0
"42",4,9,220,0,211,114,210,34,104,213,886,426,213,138,3,49,42,15,0
"43",4,13,216,997,205,107,204,28,96,207,1844,997,412,202,133,48,39,13,0
"44",4,17,219,957,210,97,206,24,83,188,1765,957,394,192,129,42,38,13,0
"45",4,21,221,915,204,91,210,21,68,167,1676,915,370,181,121,38,38,13,0
"46",4,25,221,0,212,520,212,455,57,147,1603,873,357,176,114,36,34,13,0
"47",4,29,222,0,204,496,211,433,50,136,1530,830,344,170,108,31,32,15,0
"48",4,33,222,0,208,470,208,409,42,118,1455,791,328,161,100,26,30,19,0
"49",4,37,221,0,206,376,209,237,78,183,1289,659,317,156,93,16,27,21,0
"50",4,41,222,0,214,313,205,175,106,222,1235,636,302,146,90,9,29,23,0
"51",4,45,222,0,209,269,208,123,121,236,1166,591,289,142,87,6,29,21,1
"52",4,49,222,0,213,220,213,93,134,236,1109,559,276,137,84,5,24,23,1
"53",5,1,221,0,209,181,207,62,144,245,1048,524,266,128,84,3,22,18,3
"54",5,5,221,0,210,155,208,47,144,226,990,501,251,116,78,0,23,18,3
"55",5,9,221,0,210,145,216,45,127,201,944,476,240,110,75,0,21,17,5
"56",5,13,221,978,209,138,210,43,115,184,1877,978,457,232,102,70,17,17,4
"57",5,17,220,921,212,124,206,39,104,166,1772,921,434,218,98,66,15,16,4
"58",5,21,220,863,208,109,209,35,91,152,1667,863,411,204,91,64,15,15,4
"59",5,25,221,0,214,525,210,426,83,138,1596,818,398,197,90,61,14,13,5
"60",5,29,221,0,214,498,213,401,74,125,1525,777,381,187,88,60,13,13,6
"61",5,33,221,0,209,467,202,377,68,107,1430,729,363,172,78,56,11,11,10
"62",5,37,221,0,204,369,207,234,94,158,1266,621,332,159,71,53,9,12,9
"63",5,41,221,0,207,312,212,171,103,185,1190,582,315,147,69,50,5,13,9
"64",5,45,221,0,208,261,215,120,117,208,1129,548,304,136,67,49,4,12,9
"65",5,49,221,0,210,224,204,89,129,218,1074,524,287,130,64,46,3,11,9
"66",6,1,221,0,210,186,209,57,134,209,1005,483,275,123,58,44,2,12,8
"67",6,5,221,0,208,160,207,39,131,204,949,458,256,118,54,42,0,14,7
"68",6,9,220,0,212,149,207,35,117,180,900,430,243,115,51,40,0,13,8
"69",6,13,219,973,209,133,209,30,108,165,1827,973,402,236,110,48,39,10,9
"70",6,17,220,920,212,120,209,23,96,155,1735,920,386,227,100,44,39,10,9
"71",6,21,219,867,210,113,208,18,90,144,1650,867,373,217,93,43,39,10,8
"72",6,25,220,0,212,499,207,437,77,130,1562,813,357,206,91,41,37,10,7
