"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,216,0,213,0,206,0,239,197,855,68,346,330,111,0,0,0,0
"2",1,5,214,0,205,0,206,0,217,181,809,43,321,324,121,0,0,0,0
"3",1,9,217,0,203,0,212,0,199,158,772,20,308,305,139,0,0,0,0
"4",1,13,217,960,210,0,205,0,170,148,1693,960,293,291,149,0,0,0,0
"5",1,17,217,903,208,0,208,0,159,131,1609,903,258,277,171,0,0,0,0
"6",1,21,217,853,205,0,205,0,141,117,1521,853,225,263,180,0,0,0,0
"7",1,25,217,0,211,415,208,389,121,102,1446,804,198,252,192,0,0,0,0
"8",1,29,217,0,203,399,205,367,111,90,1375,766,174,235,200,0,0,0,0
"9",1,33,217,0,209,378,207,349,91,81,1315,727,146,234,208,0,0,0,0
"10",1,37,217,0,204,323,207,264,117,142,1257,698,118,228,213,0,0,0,0
"11",1,41,217,0,209,270,209,197,129,177,1191,655,96,213,221,6,0,0,0
"12",1,45,217,0,211,230,206,147,143,199,1136,624,71,211,207,23,0,0,0
"13",1,49,217,0,212,207,207,101,147,211,1085,589,57,207,195,37,0,0,0
"14",2,1,217,0,210,176,202,70,148,224,1030,558,38,200,179,55,0,0,0
"15",2,5,217,0,207,140,205,42,157,223,974,523,23,188,176,64,0,0,0
"16",2,9,217,0,211,130,207,36,150,209,943,509,11,180,169,74,0,0,0
"17",2,13,216,920,202,125,203,30,138,186,1804,920,476,170,158,80,0,0,0
"18",2,17,217,867,206,112,205,28,129,164,1711,867,458,150,147,89,0,0,0
"19",2,21,217,819,209,102,204,25,120,143,1622,819,432,132,145,94,0,0,0
"20",2,25,217,0,201,488,206,409,109,124,1537,781,406,114,130,106,0,0,0
"21",2,29,217,0,206,453,207,375,95,105,1441,721,385,102,124,109,0,0,0
"22",2,33,217,0,198,427,205,354,87,94,1365,686,364,84,122,109,0,0,0
"23",2,37,217,0,209,349,204,261,107,160,1290,646,342,67,121,114,0,0,0
"24",2,41,217,0,203,304,209,184,120,200,1220,611,320,51,122,112,4,0,0
"25",2,45,216,0,213,244,205,132,134,234,1162,573,308,40,118,111,12,0,0
"26",2,49,217,0,205,223,207,94,142,244,1115,555,293,33,111,106,17,0,0
"27",3,1,217,0,208,192,207,66,157,241,1071,535,280,22,109,98,27,0,0
"28",3,5,217,0,201,165,207,49,151,229,1002,498,257,15,103,94,35,0,0
"29",3,9,217,0,206,151,211,45,137,210,960,473,250,8,100,92,37,0,0
"30",3,13,216,969,211,144,207,41,121,197,1890,969,451,242,98,93,37,0,0
"31",3,17,216,924,206,134,210,35,110,178,1797,924,426,229,87,86,45,0,0
"32",3,21,216,872,203,124,207,33,98,158,1695,872,403,213,77,83,47,0,0
"33",3,25,216,0,205,559,206,413,87,142,1612,830,381,202,69,77,53,0,0
"34",3,29,216,0,200,523,209,386,81,129,1528,784,365,195,56,73,55,0,0
"35",3,33,216,0,195,490,199,360,70,114,1428,742,336,180,42,76,52,0,0
"36",3,37,216,0,206,416,204,261,97,185,1369,722,313,172,34,77,51,0,0
"37",3,41,216,0,203,364,206,187,125,222,1307,686,306,167,26,68,52,2,0
"38",3,45,216,0,211,311,204,135,149,250,1260,655,302,162,21,64,50,6,0
"39",3,49,216,0,208,263,206,86,155,262,1180,604,290,155,17,57,50,7,0
"40",4,1,216,0,204,228,206,61,163,277,1139,579,284,147,11,56,51,11,0
"41",4,5,216,0,204,199,201,44,164,269,1081,550,274,138,6,52,45,16,0
"42",4,9,216,0,205,181,208,40,151,242,1027,524,259,129,2,51,46,16,0
"43",4,13,216,966,206,171,209,36,136,226,1950,966,504,245,122,50,45,18,0
"44",4,17,216,919,207,159,210,33,126,209,1863,919,484,235,116,45,44,20,0
"45",4,21,215,862,204,150,206,29,116,194,1761,862,464,225,109,38,42,21,0
"46",4,25,217,0,206,535,206,447,98,176,1668,816,448,209,100,31,41,23,0
"47",4,29,217,0,209,501,205,421,91,160,1587,770,434,197,97,27,41,21,0
"48",4,33,217,0,212,462,207,403,84,145,1513,725,416,191,95,20,44,22,0
"49",4,37,217,0,210,396,208,297,110,215,1436,685,390,185,91,16,43,26,0
"50",4,41,217,0,206,339,211,224,136,253,1369,646,376,175,89,12,43,27,1
"51",4,45,217,0,209,275,206,174,147,276,1287,599,355,171,83,6,46,25,2
"52",4,49,217,0,206,232,210,120,160,284,1212,556,332,167,81,5,41,28,2
"53",5,1,216,0,211,191,210,86,167,291,1156,522,321,163,75,4,37,29,5
"54",5,5,216,0,199,165,207,63,164,295,1093,499,298,151,72,3,33,27,10
"55",5,9,217,0,210,146,207,55,148,271,1037,467,290,143,68,0,31,28,10
"56",5,13,217,957,206,134,208,49,143,249,1946,957,449,274,134,66,29,26,11
"57",5,17,217,895,208,119,203,44,137,231,1837,895,429,261,128,61,25,28,10
"58",5,21,216,834,207,111,206,40,124,208,1730,834,408,249,124,58,19,27,11
"59",5,25,216,0,208,488,201,440,110,192,1639,791,390,235,117,52,18,27,9
"60",5,29,216,0,209,459,210,409,97,178,1562,741,378,228,114,49,16,25,11
"61",5,33,216,0,208,431,211,384,91,170,1495,699,366,220,111,48,13,28,10
"62",5,37,216,0,206,369,204,279,119,229,1406,653,346,209,106,44,8,27,13
"63",5,41,216,0,205,327,209,189,130,274,1334,611,331,201,102,43,7,25,14
