"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,217,0,204,0,211,0,253,198,866,81,354,330,101,0,0,0,0
"2",1,5,216,0,206,0,207,0,225,178,816,51,335,313,117,0,0,0,0
"3",1,9,217,0,208,0,203,0,192,159,762,35,304,295,128,0,0,0,0
"4",1,13,216,957,200,0,207,0,170,142,1676,957,295,289,135,0,0,0,0
"5",1,17,217,904,203,0,207,0,144,128,1586,904,269,266,147,0,0,0,0
"6",1,21,217,843,210,0,208,0,122,114,1497,843,229,271,154,0,0,0,0
"7",1,25,217,0,206,404,207,397,112,101,1427,801,203,256,167,0,0,0,0
"8",1,29,217,0,205,381,208,374,103,89,1360,755,174,242,189,0,0,0,0
"9",1,33,217,0,206,359,203,357,88,82,1295,716,153,226,200,0,0,0,0
"10",1,37,217,0,201,299,208,219,108,133,1168,622,126,210,210,0,0,0,0
"11",1,41,217,0,209,255,206,170,108,165,1113,591,103,202,212,5,0,0,0
"12",1,45,216,0,202,216,204,121,121,186,1050,557,77,199,196,21,0,0,0
"13",1,49,218,0,212,177,209,85,127,189,999,522,61,196,185,35,0,0,0
"14",2,1,216,0,207,149,205,67,126,189,943,490,48,187,167,51,0,0,0
"15",2,5,216,0,198,125,204,52,124,186,889,473,28,173,155,60,0,0,0
"16",2,9,219,0,201,109,209,49,105,169,842,455,15,158,149,65,0,0,0
"17",2,13,216,1008,208,99,204,44,91,156,1810,1008,437,153,143,69,0,0,0
"18",2,17,219,956,212,92,206,42,80,133,1721,956,412,144,132,77,0,0,0
"19",2,21,219,901,207,85,210,39,72,116,1630,901,392,123,132,82,0,0,0
"20",2,25,219,0,203,500,208,473,61,100,1545,857,372,108,125,83,0,0,0
"21",2,29,219,0,205,466,209,442,57,84,1463,806,353,89,124,91,0,0,0
"22",2,33,219,0,207,437,202,417,51,73,1387,759,339,71,120,98,0,0,0
"23",2,37,219,0,199,349,208,251,69,122,1198,607,319,61,112,99,0,0,0
"24",2,41,219,0,204,292,209,182,84,164,1135,575,304,53,102,98,3,0,0
"25",2,45,219,0,207,247,213,129,96,190,1082,546,290,43,101,92,10,0,0
"26",2,49,219,0,211,211,209,89,114,204,1038,522,277,35,102,83,19,0,0
"27",3,1,219,0,211,178,200,65,129,207,990,496,264,28,98,76,28,0,0
"28",3,5,219,0,211,149,206,44,130,194,934,465,248,19,95,74,33,0,0
"29",3,9,219,0,204,129,211,40,120,171,875,427,235,9,92,75,37,0,0
"30",3,13,217,979,210,117,208,37,107,154,1812,979,401,223,91,79,39,0,0
"31",3,17,218,931,208,110,212,34,99,140,1734,931,386,213,86,71,47,0,0
"32",3,21,219,880,211,102,205,33,92,127,1650,880,372,202,73,79,44,0,0
"33",3,25,219,0,204,508,207,443,84,109,1555,828,351,189,64,78,45,0,0
"34",3,29,219,0,210,473,209,426,75,100,1493,788,337,185,51,82,50,0,0
"35",3,33,219,0,201,445,207,405,67,86,1411,747,318,171,42,79,54,0,0
"36",3,37,219,0,206,361,206,229,87,154,1243,621,297,162,37,74,52,0,0
"37",3,41,219,0,207,305,213,169,100,179,1173,578,282,154,33,72,53,1,0
"38",3,45,219,0,213,263,203,130,113,194,1116,553,266,142,26,70,54,5,0
"39",3,49,219,0,207,221,209,92,122,206,1057,522,254,135,20,67,51,8,0
"40",4,1,219,0,207,183,205,65,135,202,997,490,245,129,12,62,46,13,0
"41",4,5,218,0,198,150,215,42,141,193,939,465,228,118,9,58,44,17,0
"42",4,9,218,0,203,136,205,40,123,182,889,440,217,112,2,55,45,18,0
"43",4,13,216,932,207,128,204,36,107,168,1782,932,421,209,105,50,45,20,0
"44",4,17,217,877,204,116,207,34,94,148,1680,877,400,196,99,46,40,22,0
"45",4,21,217,823,209,106,207,31,81,130,1587,823,378,185,96,39,44,22,0
"46",4,25,218,0,204,463,207,430,75,119,1498,771,361,175,92,35,43,21,0
"47",4,29,218,0,207,433,209,409,64,104,1426,732,335,171,90,26,48,24,0
"48",4,33,218,0,202,407,207,384,60,92,1352,688,322,165,84,22,44,27,0
"49",4,37,218,0,194,328,208,223,79,141,1173,557,298,153,80,18,42,25,0
"50",4,41,218,0,213,276,203,166,89,176,1123,534,287,146,77,14,40,25,0
"51",4,45,218,0,207,229,209,122,106,190,1063,505,266,141,75,11,38,25,2
"52",4,49,218,0,207,195,210,94,115,204,1025,482,261,133,74,10,37,25,3
"53",5,1,218,0,205,170,204,61,116,198,954,437,250,128,68,7,37,21,6
"54",5,5,218,0,212,140,204,49,120,190,915,418,243,124,66,6,29,20,9
"55",5,9,218,0,201,132,205,47,116,168,869,404,225,118,63,1,29,21,8
"56",5,13,218,964,206,113,202,44,109,150,1788,964,390,211,111,59,26,19,8
"57",5,17,218,915,210,107,200,39,93,131,1695,915,370,199,103,57,24,17,10
"58",5,21,218,854,208,100,208,32,83,116,1601,854,353,189,100,54,22,19,10
"59",5,25,218,0,204,497,205,422,74,100,1502,802,330,180,92,51,21,17,9
"60",5,29,218,0,207,466,212,396,63,83,1427,753,318,172,91,48,15,20,10
"61",5,33,218,0,205,451,202,376,53,75,1362,725,302,165,85,44,13,17,11
"62",5,37,218,0,200,366,211,203,83,141,1204,600,287,156,81,42,11,17,10
"63",5,41,218,0,207,309,210,150,105,178,1159,581,273,151,79,38,9,16,12
"64",5,45,218,0,211,264,209,113,112,193,1102,546,262,146,75,38,7,15,13
"65",5,49,218,0,209,229,208,77,118,206,1047,512,255,139,74,35,5,15,12
"66",6,1,218,0,207,198,206,57,124,200,992,488,242,128,70,32,4,15,13
"67",6,5,219,0,208,159,208,41,129,197,942,458,234,124,63,31,4,13,15
"68",6,9,218,0,205,142,212,40,112,173,884,423,221,119,62,28,0,16,15
"69",6,13,219,999,212,131,208,36,102,161,1849,999,406,215,109,61,28,16,15
"70",6,17,219,944,214,120,206,30,98,140,1752,944,381,205,107,58,28,14,15
"71",6,21,218,894,209,115,206,26,92,124,1666,894,364,197,104,54,25,13,15
"72",6,25,219,0,213,534,198,437,76,107,1565,841,343,184,96,49,25,13,14
"73",6,29,219,0,213,507,204,409,72,90,1495,799,327,179,91,49,25,9,16
"74",6,33,219,0,204,470,207,382,66,74,1403,746,304,174,86,45,24,7,17
"75",6,37,219,0,208,392,205,250,94,129,1278,656,285,169,80,43,21,6,18
"76",6,41,219,0,213,345,208,181,111,172,1230,627,278,163,78,42,21,5,16
"77",6,45,219,0,207,299,207,123,128,198,1162,582,272,155,75,39,18,5,16
"78",6,49,219,0,206,255,206,83,135,209,1094,549,254,147,70,38,16,5,15
"79",7,1,219,0,202,214,207,60,155,206,1044,528,249,134,67,34,15,2,15
"80",7,5,219,0,208,182,209,41,158,198,996,503,241,128,62,32,15,2,13
"81",7,9,219,0,213,162,204,39,145,176,939,471,228,122,60,30,14,0,14
"82",7,13,219,968,215,154,207,33,130,163,1870,968,453,217,118,59,29,14,12
"83",7,17,217,907,212,142,210,32,126,140,1769,907,436,204,113,56,29,13,11
"84",7,21,219,866,208,132,206,32,118,127,1689,866,421,193,107,53,26,13,10
"85",7,25,219,0,210,528,207,434,109,111,1599,816,400,182,100,52,26,13,10
"86",7,29,219,0,200,494,204,414,104,97,1513,772,379,177,95,50,21,10,9
"87",7,33,219,0,197,459,203,391,89,83,1422,731,355,165,87,47,20,9,8
"88",7,37,219,0,199,375,200,229,112,150,1265,612,339,158,77,43,19,9,8
"89",7,41,219,0,207,321,211,151,128,193,1211,583,328,151,74,41,18,9,7
"90",7,45,219,0,209,275,214,108,144,207,1157,552,313,149,73,38,16,9,7
"91",7,49,219,0,206,235,209,79,153,217,1099,523,299,141,70,37,14,9,6
"92",8,1,219,0,209,198,208,56,155,209,1035,494,285,132,62,36,12,8,6
"93",8,5,219,0,207,166,206,37,158,198,972,463,269,122,58,34,12,8,6
"94",8,9,219,0,207,148,210,32,147,174,918,429,260,114,57,32,12,8,6
"95",8,13,218,935,200,139,210,28,134,161,1807,935,406,249,110,52,31,12,12
"96",8,17,218,880,211,122,206,25,119,141,1704,880,382,237,103,50,30,11,11
"97",8,21,219,837,210,115,211,22,109,125,1629,837,371,226,97,48,28,11,11
"98",8,25,219,0,212,499,205,416,99,115,1546,792,357,215,90,46,25,11,10
