"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,226,0,217,0,212,0,224,231,884,72,359,350,103,0,0,0,0
"2",1,5,226,0,214,0,217,0,206,209,846,47,343,340,116,0,0,0,0
"3",1,9,225,0,218,0,213,0,189,190,810,25,330,324,131,0,0,0,0
"4",1,13,226,1106,218,0,216,0,177,162,1879,1106,322,308,143,0,0,0,0
"5",1,17,226,1045,222,0,214,0,161,147,1789,1045,298,282,164,0,0,0,0
"6",1,21,226,983,210,0,215,0,153,129,1690,983,256,281,170,0,0,0,0
"7",1,25,226,0,214,477,215,448,127,112,1593,925,225,264,179,0,0,0,0
"8",1,29,226,0,221,449,214,431,111,104,1530,880,192,267,191,0,0,0,0
"9",1,33,225,0,216,423,209,407,98,90,1443,830,163,253,197,0,0,0,0
"10",1,37,226,0,200,349,211,243,103,145,1251,688,129,232,202,0,0,0,0
"11",1,41,226,0,219,286,218,181,118,179,1201,655,105,229,205,7,0,0,0
"12",1,45,226,0,214,250,215,133,126,199,1137,621,88,213,194,21,0,0,0
"13",1,49,226,0,212,206,213,101,127,199,1058,568,63,205,183,39,0,0,0
"14",2,1,225,0,211,174,215,65,123,206,994,529,46,199,174,46,0,0,0
"15",2,5,226,0,220,150,217,47,129,197,960,514,33,185,177,51,0,0,0
"16",2,9,226,0,214,139,215,44,120,183,915,486,17,180,175,57,0,0,0
"17",2,13,224,973,206,125,216,41,105,166,1832,973,460,179,158,62,0,0,0
"18",2,17,225,925,213,116,215,40,90,151,1750,925,448,156,150,71,0,0,0
"19",2,21,225,874,214,106,213,36,83,133,1659,874,425,139,141,80,0,0,0
"20",2,25,224,0,212,513,216,458,72,114,1585,839,404,127,129,86,0,0,0
"21",2,29,225,0,212,478,218,433,62,101,1504,790,388,109,127,90,0,0,0
"22",2,33,225,0,209,451,207,403,57,89,1416,743,363,93,122,95,0,0,0
"23",2,37,225,0,203,367,210,243,88,140,1251,626,340,77,118,90,0,0,0
"24",2,41,225,0,211,300,215,182,105,169,1182,586,324,57,125,87,3,0,0
"25",2,45,225,0,211,262,212,133,121,199,1138,573,306,46,118,85,10,0,0
"26",2,49,224,0,210,223,217,101,135,204,1090,547,298,34,112,81,18,0,0
"27",3,1,225,0,209,189,217,72,143,207,1037,519,285,23,111,78,21,0,0
"28",3,5,225,0,214,154,217,56,151,197,989,495,269,15,101,87,22,0,0
"29",3,9,225,0,216,137,217,54,141,179,944,468,258,8,98,86,26,0,0
"30",3,13,222,926,212,131,213,50,129,168,1829,926,450,245,97,81,30,0,0
"31",3,17,225,871,216,125,201,44,111,152,1720,871,425,228,87,73,36,0,0
"32",3,21,225,829,205,113,213,39,101,127,1627,829,400,211,77,68,42,0,0
"33",3,25,225,0,208,476,219,433,92,119,1547,778,385,200,72,65,47,0,0
"34",3,29,225,0,212,441,215,410,80,108,1466,728,367,194,62,68,47,0,0
"35",3,33,225,0,207,414,213,389,72,97,1392,689,346,185,53,64,55,0,0
"36",3,37,225,0,209,334,212,236,92,161,1244,586,325,173,42,66,52,0,0
"37",3,41,225,0,211,283,216,165,112,194,1181,563,303,160,32,71,50,2,0
"38",3,45,225,0,219,236,212,112,134,218,1131,539,292,154,25,69,46,6,0
"39",3,49,224,0,211,199,217,83,147,225,1082,524,277,145,13,68,44,11,0
"40",4,1,225,0,213,168,213,67,144,217,1022,496,260,137,10,63,45,11,0
"41",4,5,225,0,214,146,217,44,146,217,984,483,247,131,3,62,46,12,0
"42",4,9,225,0,211,136,217,41,135,197,937,457,237,126,3,55,47,12,0
"43",4,13,221,983,215,125,213,36,123,186,1881,983,437,226,121,52,47,15,0
"44",4,17,225,946,211,118,216,35,109,165,1800,946,417,216,112,45,45,19,0
"45",4,21,224,898,213,105,205,33,96,150,1700,898,399,195,110,38,40,20,0
"46",4,25,225,0,206,533,211,437,89,130,1606,844,381,188,101,34,35,23,0
"47",4,29,225,0,211,514,216,423,72,118,1554,821,366,181,98,27,35,26,0
"48",4,33,225,0,216,485,211,394,63,102,1471,770,349,173,95,22,34,28,0
"49",4,37,225,0,209,379,217,238,84,165,1292,636,322,163,90,18,35,28,0
"50",4,41,225,0,216,323,209,175,97,201,1221,603,300,153,86,12,38,27,2
"51",4,45,224,0,216,279,215,123,117,210,1160,562,295,145,82,10,36,25,5
"52",4,49,224,0,217,246,214,90,119,229,1115,541,284,138,79,9,33,24,7
"53",5,1,224,0,212,204,216,67,126,221,1046,498,274,130,76,7,28,26,7
"54",5,5,224,0,209,175,218,52,128,213,995,469,265,123,72,3,31,25,7
"55",5,9,224,0,214,154,213,51,114,196,942,433,257,117,70,3,29,26,7
"56",5,13,222,1040,218,143,211,45,104,178,1939,1040,409,249,113,64,30,24,10
"57",5,17,224,985,211,137,213,41,95,164,1846,985,392,236,109,63,27,23,11
"58",5,21,224,934,217,130,218,38,88,152,1777,934,385,231,106,63,25,21,12
"59",5,25,224,0,217,569,216,477,83,138,1700,887,367,226,103,60,23,20,14
"60",5,29,224,0,210,540,213,448,78,126,1615,835,353,220,95,58,18,21,15
"61",5,33,224,0,211,511,216,418,70,112,1538,787,339,215,90,55,15,22,15
"62",5,37,224,0,207,410,214,267,100,171,1369,671,308,205,86,49,13,22,15
"63",5,41,224,0,210,351,214,194,115,220,1304,638,294,199,82,46,7,25,13
"64",5,45,223,0,211,294,212,144,122,249,1232,601,280,188,76,44,7,23,13
"65",5,49,224,0,211,242,205,108,132,253,1151,563,261,173,74,41,6,19,14
"66",6,1,224,0,212,208,219,78,143,248,1108,542,249,165,74,40,4,18,16
"67",6,5,224,0,214,167,207,55,150,247,1040,510,232,151,72,40,1,18,16
"68",6,9,223,0,210,150,212,50,135,220,977,477,224,140,70,35,1,15,15
"69",6,13,223,1028,211,135,220,43,128,204,1969,1028,461,215,135,65,35,15,15
"70",6,17,224,977,214,126,214,39,113,194,1877,977,443,204,129,62,32,13,17
"71",6,21,223,934,211,114,212,37,102,169,1779,934,416,190,122,59,29,12,17
"72",6,25,224,0,215,552,219,454,81,153,1674,869,393,180,118,58,28,11,17
"73",6,29,224,0,209,514,214,434,64,139,1574,821,363,171,112,56,24,9,18
"74",6,33,224,0,219,483,212,420,54,123,1511,783,354,162,109,54,23,8,18
