"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,215,0,207,0,208,0,223,246,884,78,380,319,107,0,0,0,0
"2",1,5,214,0,198,0,202,0,208,225,833,44,366,296,127,0,0,0,0
"3",1,9,215,0,206,0,205,0,185,202,798,20,341,293,144,0,0,0,0
"4",1,13,215,938,204,0,203,0,169,180,1694,938,312,285,159,0,0,0,0
"5",1,17,214,888,203,0,202,0,157,157,1607,888,272,278,169,0,0,0,0
"6",1,21,213,848,201,0,204,0,143,134,1530,848,239,264,179,0,0,0,0
"7",1,25,214,0,199,396,202,405,122,118,1442,801,205,251,185,0,0,0,0
"8",1,29,213,0,202,374,197,395,108,102,1378,769,173,239,197,0,0,0,0
"9",1,33,214,0,197,348,204,370,93,84,1296,718,144,224,210,0,0,0,0
"10",1,37,214,0,200,273,204,222,114,137,1150,603,120,223,204,0,0,0,0
"11",1,41,214,0,197,231,207,159,121,175,1090,569,101,210,198,12,0,0,0
"12",1,45,214,0,204,191,203,109,124,188,1019,525,70,209,190,25,0,0,0
"13",1,49,214,0,205,164,205,88,125,195,982,510,50,205,179,38,0,0,0
"14",2,1,214,0,205,139,203,69,123,197,936,486,33,195,170,52,0,0,0
"15",2,5,214,0,204,115,204,52,130,201,906,469,19,188,166,64,0,0,0
"16",2,9,214,0,207,106,205,47,111,181,857,437,8,178,167,67,0,0,0
"17",2,13,214,969,205,96,200,41,103,172,1786,969,420,168,156,73,0,0,0
"18",2,17,213,918,199,91,204,33,93,153,1691,918,406,148,140,79,0,0,0
"19",2,21,214,866,208,83,201,32,83,133,1606,866,391,125,145,79,0,0,0
"20",2,25,215,0,204,503,207,426,75,118,1533,822,375,108,140,88,0,0,0
"21",2,29,215,0,197,473,212,396,69,105,1452,775,354,92,137,94,0,0,0
"22",2,33,215,0,200,454,204,382,58,102,1400,746,344,76,136,98,0,0,0
"23",2,37,215,0,195,358,206,220,83,151,1213,608,322,63,125,95,0,0,0
"24",2,41,215,0,203,296,208,165,103,185,1160,582,310,54,113,93,8,0,0
"25",2,45,214,0,209,256,206,113,123,199,1106,548,301,40,113,91,13,0,0
"26",2,49,215,0,199,222,203,83,129,205,1041,515,287,28,113,81,17,0,0
"27",3,1,214,0,204,183,207,61,134,202,991,487,274,17,111,78,24,0,0
"28",3,5,215,0,203,151,203,49,133,186,925,454,250,12,104,78,27,0,0
"29",3,9,215,0,204,138,206,43,120,163,874,423,242,6,93,79,31,0,0
"30",3,13,215,923,203,127,209,41,112,147,1762,923,407,232,89,78,33,0,0
"31",3,17,215,877,201,115,204,39,102,131,1669,877,389,217,75,76,35,0,0
"32",3,21,215,828,206,105,203,37,90,115,1584,828,370,209,66,79,32,0,0
"33",3,25,215,0,203,481,202,425,77,102,1490,776,351,198,52,76,37,0,0
"34",3,29,215,0,197,465,201,401,71,91,1426,742,345,185,46,69,39,0,0
"35",3,33,215,0,202,429,203,385,62,81,1362,701,335,176,41,66,43,0,0
"36",3,37,215,0,199,334,204,237,81,142,1197,577,316,162,35,63,44,0,0
"37",3,41,214,0,200,276,207,180,101,176,1140,549,305,153,30,58,43,2,0
"38",3,45,215,0,207,230,197,139,106,197,1076,514,297,137,24,53,47,4,0
"39",3,49,215,0,199,195,201,103,118,198,1014,491,280,125,17,51,42,8,0
"40",4,1,215,0,200,164,205,72,126,201,968,470,268,120,9,51,41,9,0
"41",4,5,214,0,207,132,202,51,123,196,911,437,251,117,6,51,38,11,0
"42",4,9,215,0,204,123,205,46,113,171,862,408,241,113,3,46,35,16,0
"43",4,13,214,962,210,111,206,42,104,154,1789,962,392,230,112,44,33,16,0
"44",4,17,215,906,202,108,204,37,99,139,1695,906,373,217,111,37,34,17,0
"45",4,21,215,860,209,97,204,33,89,123,1615,860,358,208,106,32,36,15,0
"46",4,25,215,0,204,488,205,444,78,109,1528,813,340,199,98,29,32,17,0
"47",4,29,215,0,203,458,205,416,70,97,1449,766,326,191,92,25,32,17,0
"48",4,33,215,0,208,437,204,394,59,82,1384,729,316,183,87,21,28,20,0
"49",4,37,215,0,191,362,208,238,70,155,1224,619,294,165,78,19,28,21,0
"50",4,41,215,0,205,300,205,174,82,184,1150,578,276,157,76,16,24,21,2
"51",4,45,215,0,201,265,209,127,93,205,1100,552,264,152,71,13,21,24,3
"52",4,49,215,0,208,218,210,94,99,212,1041,512,254,145,69,11,21,24,5
"53",5,1,215,0,205,183,208,67,104,217,984,474,243,140,68,5,26,23,5
"54",5,5,215,0,208,156,209,43,109,214,939,448,234,134,67,4,24,21,7
"55",5,9,215,0,202,144,197,38,100,195,876,417,221,123,62,2,23,19,9
"56",5,13,215,958,205,131,204,32,91,181,1802,958,406,213,118,57,22,19,9
"57",5,17,215,889,208,122,202,28,88,167,1704,889,395,207,112,54,20,19,8
"58",5,21,214,840,209,109,208,24,83,144,1617,840,371,200,109,52,17,21,7
"59",5,25,215,0,202,508,204,418,77,127,1536,798,357,187,101,49,16,20,8
"60",5,29,215,0,203,482,206,390,63,110,1454,754,340,177,93,47,15,19,9
"61",5,33,215,0,201,451,199,372,56,101,1380,713,326,167,87,45,13,19,10
"62",5,37,215,0,196,367,205,229,81,146,1224,603,302,154,78,45,11,21,10
"63",5,41,215,0,205,321,208,170,92,183,1179,578,296,147,74,43,9,19,13
"64",5,45,215,0,203,278,203,128,104,203,1119,542,286,141,69,41,8,17,15
"65",5,49,215,0,206,244,202,102,111,208,1073,519,275,137,64,39,7,15,17
"66",6,1,215,0,203,213,199,66,122,209,1012,481,265,132,60,39,3,19,13
